시도명,시군구명,위도,경도
대전광역시,중구,36.3117775,127.3960645
대전광역시,중구,36.3119309,127.3958142
대전광역시,중구,36.3119758,127.3959233
대전광역시,중구,36.3117979,127.3959488
대전광역시,중구,36.3111928,127.3926739
대전광역시,중구,36.3114812,127.3940998
대전광역시,중구,36.3097994,127.3883526
대전광역시,중구,36.3099832,127.3883678
대전광역시,중구,36.3102748,127.389508
대전광역시,중구,36.3105673,127.3912131
대전광역시,중구,36.3106968,127.391126
대전광역시,중구,36.3110531,127.39244
대전광역시,중구,36.312998,127.3994862
대전광역시,중구,36.3121019,127.3961042
대전광역시,중구,36.3120649,127.3962842
대전광역시,중구,36.3124376,127.3977602
대전광역시,중구,36.3154951,127.3869275
대전광역시,중구,36.3096826,127.3881177
대전광역시,중구,36.3097076,127.3879227
대전광역시,중구,36.3182587,127.3861408
대전광역시,중구,36.3098653,127.3878387
대전광역시,중구,36.3100984,127.386881
대전광역시,중구,36.3101103,127.3868586
대전광역시,중구,36.3101036,127.3866816
대전광역시,중구,36.3103252,127.3868542
대전광역시,중구,36.3102824,127.3869895
대전광역시,중구,36.3102955,127.3870039
대전광역시,중구,36.3100223,127.3878894
대전광역시,중구,36.3101555,127.3896516
대전광역시,중구,36.31993,127.3865381
대전광역시,중구,36.3182659,127.3859645
대전광역시,중구,36.3199578,127.3862829
대전광역시,중구,36.3197843,127.3864713
대전광역시,중구,36.3182362,127.3861441
대전광역시,중구,36.3179525,127.3861912
대전광역시,중구,36.3159319,127.3868793
대전광역시,중구,36.3158053,127.3866724
대전광역시,중구,36.3154451,127.386809
대전광역시,중구,36.3158695,127.3870212
대전광역시,중구,36.3166826,127.3901885
대전광역시,중구,36.3163232,127.3904117
대전광역시,중구,36.3164231,127.3902947
대전광역시,중구,36.3155933,127.3870388
대전광역시,중구,36.3225781,127.3878142
대전광역시,중구,36.3224775,127.3881943
대전광역시,중구,36.3225011,127.3881203
대전광역시,중구,36.3199169,127.3865048
대전광역시,중구,36.3177126,127.3942172
