,시도명,시군구명,위도,경도,보행자신호등유무,보도턱낮춤여부,점자블록유무,보조시설유무
24673,대전광역시,동구,36.27850023,127.4684782,N,Y,N,B
24674,대전광역시,동구,36.27855104,127.4683809,N,Y,N,B
24675,대전광역시,동구,36.27995587,127.469864,Y,Y,Y,ABC
24676,대전광역시,동구,36.27995592,127.4689115,N,Y,Y,BC
24677,대전광역시,동구,36.27729344,127.4661752,N,Y,Y,BC
24678,대전광역시,동구,36.27640847,127.4678244,Y,Y,Y,ABC
24679,대전광역시,동구,36.27621849,127.4695842,N,Y,Y,BC
24680,대전광역시,동구,36.27840358,127.469066,Y,Y,Y,ABC
24681,대전광역시,동구,36.27852408,127.4689301,Y,Y,Y,ABC
24682,대전광역시,동구,36.27935543,127.4686792,N,Y,Y,BC
24683,대전광역시,동구,36.27940661,127.4685851,Y,Y,Y,ABC
24684,대전광역시,동구,36.27991329,127.4683113,Y,Y,Y,ABC
24685,대전광역시,동구,36.27250961,127.4723897,Y,Y,Y,ABC
24686,대전광역시,동구,36.27372296,127.4731694,N,Y,N,B
24687,대전광역시,동구,36.29504705,127.4607225,N,Y,N,B
24688,대전광역시,동구,36.29612456,127.4604836,Y,Y,Y,ABC
24689,대전광역시,동구,36.29602001,127.4601031,Y,Y,Y,ABC
24690,대전광역시,동구,36.27945979,127.4721535,N,Y,N,B
24691,대전광역시,동구,36.27597261,127.4702887,Y,Y,N,AB
24692,대전광역시,동구,36.27943496,127.4719803,N,Y,N,B
24693,대전광역시,동구,36.27609997,127.4700325,Y,Y,Y,ABC
24694,대전광역시,동구,36.28771442,127.4645727,Y,Y,Y,ABC
24695,대전광역시,동구,36.28881995,127.4633432,Y,Y,Y,ABC
24696,대전광역시,동구,36.28846146,127.4600357,N,Y,N,B
24697,대전광역시,동구,36.2890923,127.4606384,N,Y,N,B
24698,대전광역시,동구,36.28901987,127.4607434,N,Y,N,B
24699,대전광역시,동구,36.28894993,127.460579,N,Y,N,B
24700,대전광역시,동구,36.28969228,127.4618467,N,Y,N,B
24701,대전광역시,동구,36.28934268,127.4612116,N,Y,N,B
24702,대전광역시,동구,36.28978105,127.4623102,N,Y,N,B
24703,대전광역시,동구,36.28994079,127.462264,N,Y,N,B
24704,대전광역시,동구,36.28780739,127.4646571,N,Y,N,B
24705,대전광역시,동구,36.2874706,127.4645394,N,Y,N,B
24706,대전광역시,동구,36.28788539,127.4646705,N,Y,N,B
24707,대전광역시,동구,36.28874147,127.4635905,N,Y,Y,BC
24708,대전광역시,동구,36.28892005,127.4636144,Y,Y,N,AB
24709,대전광역시,동구,36.28994597,127.463251,Y,Y,Y,ABC
24710,대전광역시,동구,36.28986027,127.4621968,N,Y,N,B
24711,대전광역시,동구,36.28588427,127.4650828,N,Y,Y,BC
24712,대전광역시,동구,36.28579287,127.4652389,Y,Y,Y,ABC
24713,대전광역시,동구,36.2877612,127.4652116,N,Y,N,B
24714,대전광역시,동구,36.28745945,127.4661459,N,Y,N,B
24715,대전광역시,동구,36.28182975,127.4646218,N,Y,N,B
24716,대전광역시,동구,36.28373017,127.4658514,N,Y,Y,BC
24717,대전광역시,동구,36.28255681,127.4664433,N,Y,Y,BC
24718,대전광역시,동구,36.28262293,127.4664758,N,Y,Y,BC
24719,대전광역시,동구,36.282678,127.4663799,N,Y,Y,BC
24720,대전광역시,동구,36.28261179,127.4663482,N,Y,N,B
24721,대전광역시,동구,36.28179343,127.4661711,N,Y,N,B
24722,대전광역시,동구,36.28127069,127.4661366,N,Y,N,B
24723,대전광역시,동구,36.28118379,127.4660811,N,Y,N,B
24724,대전광역시,동구,36.28080098,127.4674149,N,Y,N,B
24725,대전광역시,동구,36.28078094,127.4672941,N,Y,N,B
24726,대전광역시,동구,36.28084745,127.4673252,N,Y,N,B
24727,대전광역시,동구,36.28130747,127.4670223,N,Y,N,B
24728,대전광역시,동구,36.28175067,127.4668567,N,Y,N,B
24729,대전광역시,동구,36.28180544,127.4667638,N,Y,N,B
24730,대전광역시,동구,36.28187387,127.4667955,N,Y,N,B
24731,대전광역시,동구,36.2818192,127.4668892,N,Y,N,B
24732,대전광역시,동구,36.28190944,127.4671318,Y,Y,Y,ABC
24733,대전광역시,동구,36.28381768,127.4663861,Y,Y,N,AB
24734,대전광역시,동구,36.28394141,127.4663229,Y,Y,N,AB
24735,대전광역시,동구,36.2836623,127.4663254,Y,Y,N,AB
24736,대전광역시,동구,36.28267323,127.4668706,N,Y,Y,BC
24737,대전광역시,동구,36.281749,127.4673386,Y,Y,Y,ABC
24738,대전광역시,동구,36.28023848,127.4681146,Y,Y,Y,ABC
24739,대전광역시,동구,36.28002435,127.4661319,N,Y,Y,BC
24740,대전광역시,동구,36.28038596,127.4661755,N,Y,N,B
24741,대전광역시,동구,36.28065378,127.466103,N,Y,N,B
24742,대전광역시,동구,36.28074128,127.4661605,N,Y,N,B
24743,대전광역시,동구,36.28082639,127.4660964,N,Y,N,B
24744,대전광역시,동구,36.28074012,127.4660396,N,Y,N,B
24745,대전광역시,동구,36.28007218,127.4683326,Y,Y,Y,ABC
24746,대전광역시,동구,36.27221639,127.4724863,Y,Y,Y,ABC
24747,대전광역시,동구,36.32590644,127.435817,N,Y,Y,BC
24748,대전광역시,동구,36.32647609,127.4338019,N,Y,Y,BC
24749,대전광역시,동구,36.32727887,127.4319604,N,Y,Y,BC
24750,대전광역시,동구,36.32569115,127.4319755,N,Y,Y,BC
24751,대전광역시,동구,36.32839144,127.4343651,N,Y,Y,BC
24752,대전광역시,동구,36.32833462,127.4327648,N,Y,Y,BC
24753,대전광역시,동구,36.32852047,127.4328618,N,Y,Y,BC
24754,대전광역시,동구,36.30114885,127.4570671,Y,Y,Y,ABC
24755,대전광역시,동구,36.3001895,127.4595853,Y,Y,Y,ABC
24756,대전광역시,동구,36.30033686,127.4595629,Y,Y,Y,ABC
24757,대전광역시,동구,36.28117587,127.4685288,N,Y,Y,BC
24758,대전광역시,동구,36.28120394,127.4684426,N,Y,Y,BC
24759,대전광역시,동구,36.2821058,127.4679697,N,Y,Y,BC
24760,대전광역시,동구,36.2821645,127.4677988,N,Y,Y,BC
24761,대전광역시,동구,36.28230708,127.4678681,N,Y,Y,BC
24762,대전광역시,동구,36.28201652,127.4673601,Y,Y,Y,ABC
24763,대전광역시,동구,36.28292711,127.4675526,N,Y,Y,BC
24764,대전광역시,동구,36.28109516,127.4684231,N,Y,Y,BC
24765,대전광역시,동구,36.28094036,127.4678443,N,Y,Y,BC
24766,대전광역시,동구,36.28137792,127.4690268,N,Y,Y,BC
24767,대전광역시,동구,36.2808307,127.4677989,N,Y,Y,BC
24768,대전광역시,동구,36.28307244,127.4661107,N,Y,N,B
24769,대전광역시,동구,36.28174239,127.4660523,N,Y,N,B
24770,대전광역시,동구,36.28127026,127.4660159,N,Y,N,B
24771,대전광역시,동구,36.28135709,127.466072,N,Y,N,B
24772,대전광역시,동구,36.28385879,127.465988,Y,Y,Y,ABC
24773,대전광역시,동구,36.28404063,127.466077,Y,Y,Y,ABC
24774,대전광역시,동구,36.28088304,127.4676562,N,Y,Y,BC
24775,대전광역시,동구,36.28073381,127.4673835,N,Y,N,B
24776,대전광역시,동구,36.28271062,127.4667185,N,Y,Y,BC
24777,대전광역시,동구,36.28222017,127.4665514,N,Y,N,B
24778,전라북도,무주군,35.84043231,127.672425,N,Y,N,B
24779,전라북도,무주군,35.83881697,127.6655511,N,N,N,N
24780,전라북도,무주군,35.84024833,127.6652657,N,N,N,N
24781,전라북도,무주군,35.84223447,127.6512983,Y,Y,N,AB
24782,전라북도,무주군,35.87242083,127.599458,N,N,N,N
24783,전라북도,무주군,35.87249657,127.599458,N,N,N,N
24784,전라북도,무주군,35.86546611,127.6283016,N,N,N,N
24785,전라북도,무주군,35.86425679,127.6303233,N,N,N,N
24786,전라북도,무주군,35.86437735,127.6298971,N,N,N,N
24787,전라북도,무주군,35.86668759,127.6253138,N,N,N,N
24788,전라북도,무주군,35.86552009,127.6233481,N,N,N,N
24789,전라북도,무주군,35.86610574,127.6156643,N,N,N,N
24790,전라북도,무주군,35.93733799,127.715828,N,N,N,N
24791,전라북도,무주군,35.93008548,127.7080868,N,N,N,N
24792,전라북도,무주군,35.93539669,127.7161212,N,N,N,N
24793,전라북도,무주군,35.92973251,127.7162914,Y,Y,Y,ABC
24794,전라북도,무주군,35.92964718,127.7164454,N,Y,Y,BC
24795,전라북도,무주군,35.92995313,127.7162132,Y,Y,Y,ABC
24796,전라북도,무주군,35.92978206,127.7161208,Y,Y,Y,ABC
24797,전라북도,무주군,35.92985778,127.7159521,N,Y,Y,BC
24798,전라북도,무주군,35.956944,127.6240868,N,N,N,N
24799,전라북도,무주군,35.98191287,127.7001006,N,N,N,N
24800,전라북도,무주군,35.98780434,127.6923896,N,N,N,N
24801,전라북도,무주군,35.97623931,127.6917047,N,N,N,N
24802,대전광역시,서구,36.35189142,127.347999,Y,Y,Y,ABC
24803,전라북도,무주군,35.97549457,127.7053599,N,N,N,N
24804,전라북도,무주군,35.97892219,127.7005723,N,N,N,N
24805,전라북도,무주군,35.98739989,127.696049,N,N,N,N
24806,전라북도,무주군,35.93752632,127.6697108,N,Y,N,B
24807,전라북도,무주군,35.93622678,127.6577525,N,N,N,N
24808,경기도,구리시,37.6062764,127.1418375,Y,Y,Y,ABC
24809,전라북도,무주군,35.86568802,127.6496777,N,N,N,N
24810,전라북도,무주군,35.85921583,127.6492857,N,N,N,N
24811,전라북도,무주군,35.86940706,127.6436225,N,N,N,N
24812,전라북도,무주군,35.86580501,127.6540393,N,Y,N,B
24813,전라북도,무주군,35.86580501,127.6540393,N,Y,N,B
24814,전라북도,무주군,35.86473276,127.6531046,N,N,N,N
24815,전라북도,무주군,35.86301293,127.6509277,N,N,N,N
24816,전라북도,무주군,35.86905675,127.6407787,N,Y,N,B
24817,전라북도,무주군,35.86905675,127.6407787,N,Y,N,B
24818,전라북도,무주군,35.84705562,127.6571484,N,N,N,N
24819,전라북도,무주군,35.87150971,127.6430448,N,N,N,N
24820,전라북도,무주군,35.87109764,127.6421976,N,N,N,N
24821,전라북도,무주군,35.84737998,127.6566051,N,N,N,N
24822,전라북도,무주군,35.85131407,127.6514838,N,N,N,N
24823,전라북도,무주군,35.85005853,127.6504874,N,N,N,N
24824,전라북도,무주군,35.84934792,127.6507643,N,N,N,N
24825,전라북도,무주군,35.85384177,127.6496346,N,N,N,N
24826,전라북도,무주군,35.84293276,127.6518566,N,Y,N,B
24827,전라북도,무주군,35.84291649,127.6518566,N,Y,N,B
24828,전라북도,무주군,35.84273549,127.6513852,N,Y,N,B
24829,전라북도,무주군,35.84270058,127.6513247,N,Y,N,B
24830,전라북도,무주군,35.8429479,127.6513473,N,Y,N,B
24831,전라북도,무주군,35.83945774,127.6491871,N,N,N,N
24832,전라북도,무주군,35.83906488,127.6490139,N,N,N,N
24833,전라북도,무주군,35.8385805,127.6484634,N,N,N,N
24834,전라북도,무주군,35.83878868,127.6537785,N,N,N,N
24835,전라북도,무주군,35.83524696,127.6459442,N,N,N,N
24836,전라북도,무주군,35.83662835,127.6692779,N,N,N,N
24837,전라북도,무주군,35.83934492,127.6754892,N,N,N,N
24838,경기도,구리시,37.5765302,127.1248441,N,Y,Y,BC
24839,대전광역시,유성구,36.35187346,127.344751,Y,Y,Y,ABC
24840,대전광역시,유성구,36.35165173,127.3446815,Y,Y,Y,ABC
24841,대전광역시,유성구,36.35014707,127.3405375,Y,Y,Y,ABC
24842,대전광역시,유성구,36.35169576,127.3408674,Y,Y,Y,ABC
24843,대전광역시,유성구,36.3537327,127.3413523,Y,Y,Y,ABC
24844,대전광역시,유성구,36.35361722,127.3417322,Y,Y,Y,ABC
24845,대전광역시,유성구,36.35176451,127.3406227,Y,Y,Y,ABC
24846,대전광역시,유성구,36.35170249,127.3404305,N,Y,Y,BC
24847,대전광역시,유성구,36.35283074,127.3409166,N,Y,Y,BC
24848,대전광역시,유성구,36.35296854,127.3405324,N,Y,N,B
24849,대전광역시,유성구,36.35299294,127.3404235,N,Y,N,B
24850,대전광역시,유성구,36.35220639,127.340771,Y,Y,Y,ABC
24851,대전광역시,유성구,36.35214626,127.3409934,Y,Y,Y,ABC
24852,대전광역시,유성구,36.35352846,127.3414572,Y,Y,Y,ABC
24853,대전광역시,유성구,36.35383658,127.341602,Y,Y,Y,ABC
24854,대전광역시,유성구,36.35391566,127.3414061,N,Y,Y,BC
24855,대전광역시,유성구,36.3538042,127.3418292,N,Y,Y,BC
24856,대전광역시,유성구,36.35388493,127.3404332,N,Y,N,B
24857,대전광역시,유성구,36.35415811,127.3405106,N,Y,N,B
24858,대전광역시,유성구,36.35356137,127.3426221,N,Y,Y,BC
24859,대전광역시,유성구,36.35456604,127.3438685,N,Y,N,B
24860,대전광역시,유성구,36.35337613,127.3433718,N,Y,Y,BC
24861,대전광역시,유성구,36.3521985,127.3431384,N,Y,Y,BC
24862,대전광역시,유성구,36.35264215,127.3413903,N,Y,Y,BC
24863,대전광역시,유성구,36.35310915,127.3442976,N,Y,Y,BC
24864,대전광역시,유성구,36.35495232,127.3449344,N,Y,N,B
24865,대전광역시,유성구,36.35179503,127.3445942,Y,Y,Y,ABC
24866,대전광역시,유성구,36.35173176,127.3448451,Y,Y,N,AB
24867,대전광역시,유성구,36.35089872,127.34436,Y,Y,Y,ABC
24868,대전광역시,유성구,36.35099146,127.3445177,N,Y,Y,BC
24869,대전광역시,유성구,36.35485219,127.3450134,N,Y,Y,BC
24870,대전광역시,서구,36.3518911,127.3488008,N,Y,Y,BC
24871,대전광역시,서구,36.35151302,127.348675,N,Y,Y,BC
24872,대전광역시,서구,36.35160572,127.3481502,Y,Y,Y,ABC
24873,대전광역시,서구,36.35205105,127.3483251,Y,Y,Y,ABC
24874,대전광역시,유성구,36.35442378,127.3496988,N,Y,Y,BC
24875,대전광역시,유성구,36.35421465,127.3494584,N,Y,Y,BC
24876,대전광역시,유성구,36.35442993,127.3481766,N,Y,Y,BC
24877,대전광역시,유성구,36.35444016,127.3488495,N,Y,N,B
24878,대전광역시,유성구,36.35164503,127.3455481,N,Y,Y,BC
24879,대전광역시,서구,36.35112865,127.3474307,N,Y,Y,BC
24880,대전광역시,서구,36.35108775,127.3473065,N,Y,Y,BC
24881,대전광역시,서구,36.35092836,127.3478935,N,Y,Y,BC
24882,대전광역시,유성구,36.35244781,127.3459771,Y,Y,Y,ABC
24883,대전광역시,유성구,36.35469767,127.3468419,N,Y,N,B
24884,대전광역시,유성구,36.35474831,127.3464798,N,Y,N,B
24885,대전광역시,유성구,36.35414203,127.3497115,N,Y,Y,BC
24886,대전광역시,유성구,36.35440584,127.3484176,N,Y,Y,BC
24887,대전광역시,유성구,36.35434412,127.3495563,Y,Y,Y,ABC
24888,대전광역시,유성구,36.35449696,127.3490671,N,Y,N,B
24889,대전광역시,서구,36.35220204,127.3476726,N,Y,Y,BC
24890,대전광역시,유성구,36.35480276,127.3466971,N,Y,N,B
24891,대전광역시,유성구,36.35463445,127.3466577,N,Y,Y,BC
24892,대전광역시,유성구,36.35389572,127.346422,N,Y,N,B
24893,대전광역시,유성구,36.3538567,127.3465602,N,Y,N,B
24894,대전광역시,유성구,36.35321437,127.3462661,N,Y,N,B
24895,대전광역시,유성구,36.35316965,127.3464154,N,Y,N,B
24896,대전광역시,유성구,36.35261349,127.3462057,Y,Y,Y,ABC
24897,대전광역시,유성구,36.35226808,127.3432476,N,Y,Y,BC
24898,대전광역시,유성구,36.36224877,127.3450042,Y,Y,Y,ABC
24899,대전광역시,유성구,36.35501764,127.3450839,N,Y,Y,BC
24900,대전광역시,유성구,36.35497825,127.3440329,N,Y,Y,BC
24901,대전광역시,유성구,36.35000653,127.3402125,Y,Y,Y,ABC
24902,대전광역시,서구,36.35010557,127.3530032,Y,Y,Y,ABC
24903,대전광역시,유성구,36.35461458,127.3391733,Y,Y,N,AB
24904,대전광역시,유성구,36.35439421,127.3392405,Y,Y,Y,ABC
24905,대전광역시,유성구,36.35424537,127.3391838,N,Y,Y,BC
24906,대전광역시,유성구,36.35018438,127.3398508,Y,Y,Y,ABC
24907,대전광역시,서구,36.35899818,127.3559551,N,Y,Y,BC
24908,대전광역시,서구,36.35544833,127.3588109,Y,Y,Y,ABC
24909,대전광역시,서구,36.35714799,127.358569,N,Y,Y,BC
24910,대전광역시,서구,36.35562594,127.3589265,N,Y,Y,BC
24911,대전광역시,서구,36.3554529,127.3590088,N,Y,Y,BC
24912,대전광역시,서구,36.35597496,127.3568276,Y,Y,Y,ABC
24913,대전광역시,서구,36.35549987,127.3570917,N,Y,Y,BC
24914,대전광역시,서구,36.35504893,127.3553954,N,Y,Y,BC
24915,대전광역시,서구,36.35936892,127.357591,N,Y,N,B
24916,대전광역시,서구,36.35905859,127.3564609,N,Y,Y,BC
24917,대전광역시,서구,36.35848043,127.3560449,N,Y,Y,BC
24918,대전광역시,서구,36.35827961,127.3557365,N,Y,Y,BC
24919,대전광역시,서구,36.35614835,127.3601755,N,Y,Y,BC
24920,대전광역시,서구,36.35617473,127.3609459,Y,Y,Y,ABC
24921,대전광역시,서구,36.35387509,127.3602002,N,Y,Y,BC
24922,대전광역시,유성구,36.34583154,127.3400006,Y,Y,Y,ABC
24923,대전광역시,유성구,36.34933713,127.3399898,N,Y,Y,BC
24924,대전광역시,유성구,36.34843103,127.3400029,Y,Y,Y,ABC
24925,대전광역시,유성구,36.34868756,127.3399705,Y,Y,Y,ABC
24926,대전광역시,유성구,36.3482884,127.3399896,N,Y,Y,BC
24927,대전광역시,유성구,36.35247709,127.3449925,Y,Y,Y,ABC
24928,대전광역시,유성구,36.36416079,127.3378474,N,Y,Y,BC
24929,대전광역시,유성구,36.36439313,127.3379714,Y,Y,Y,ABC
24930,대전광역시,유성구,36.36131098,127.338502,N,Y,Y,BC
24931,대전광역시,유성구,36.36117283,127.3385743,Y,Y,Y,ABC
24932,대전광역시,유성구,36.36115403,127.3384162,N,Y,Y,BC
24933,대전광역시,유성구,36.36083967,127.3355864,Y,Y,Y,ABC
24934,대전광역시,유성구,36.36092637,127.3356665,N,Y,Y,BC
24935,대전광역시,유성구,36.36054644,127.3357684,Y,Y,Y,ABC
24936,대전광역시,유성구,36.36053816,127.3355734,Y,Y,Y,ABC
24937,대전광역시,유성구,36.36211107,127.3364334,Y,Y,Y,ABC
24938,대전광역시,유성구,36.3619632,127.3368381,Y,Y,Y,ABC
24939,대전광역시,유성구,36.36156774,127.3377001,Y,Y,Y,ABC
24940,대전광역시,유성구,36.36193056,127.3365628,Y,Y,Y,ABC
24941,대전광역시,유성구,36.36214079,127.3367224,Y,Y,Y,ABC
24942,대전광역시,유성구,36.36038214,127.3359875,N,Y,Y,BC
24943,대전광역시,유성구,36.36078615,127.3358,Y,Y,Y,ABC
24944,대전광역시,유성구,36.36280023,127.3373186,N,Y,Y,BC
24945,대전광역시,유성구,36.36176973,127.3370093,N,Y,Y,BC
24946,대전광역시,유성구,36.36194398,127.3371289,N,Y,Y,BC
24947,대전광역시,유성구,36.36425569,127.3383405,Y,Y,Y,ABC
24948,대전광역시,유성구,36.36404832,127.3382193,N,Y,Y,BC
24949,대전광역시,유성구,36.36412604,127.3380541,Y,Y,Y,ABC
24950,대전광역시,유성구,36.36465681,127.3380261,N,Y,Y,BC
24951,대전광역시,유성구,36.36364486,127.3379375,N,Y,Y,BC
24952,대전광역시,유성구,36.36446863,127.3385322,N,Y,Y,BC
24953,대전광역시,유성구,36.36453014,127.3382633,Y,Y,Y,ABC
24954,대전광역시,유성구,36.36378398,127.3376148,N,Y,Y,BC
24955,대전광역시,유성구,36.35358284,127.329948,Y,Y,N,AB
24956,대전광역시,유성구,36.35347818,127.32009,N,Y,N,B
24957,대전광역시,유성구,36.36200487,127.3449529,Y,Y,Y,ABC
24958,대전광역시,유성구,36.35165125,127.3318902,Y,Y,Y,ABC
24959,대전광역시,유성구,36.3515262,127.3319894,Y,Y,Y,ABC
24960,대전광역시,유성구,36.3520222,127.3301907,N,Y,Y,BC
24961,대전광역시,유성구,36.35231774,127.329401,Y,Y,Y,ABC
24962,대전광역시,유성구,36.352603,127.3292285,Y,Y,Y,ABC
24963,대전광역시,유성구,36.35373808,127.3298908,Y,Y,Y,ABC
24964,대전광역시,유성구,36.35371706,127.3296339,N,Y,N,B
24965,대전광역시,유성구,36.35719997,127.3364654,N,Y,Y,BC
24966,대전광역시,유성구,36.35733404,127.3356603,N,Y,N,B
24967,대전광역시,유성구,36.35510669,127.3365286,Y,Y,Y,ABC
24968,대전광역시,유성구,36.35745229,127.3364441,N,Y,Y,BC
24969,대전광역시,유성구,36.35734734,127.3363186,N,Y,N,B
24970,대전광역시,유성구,36.35541,127.3354157,Y,Y,Y,ABC
24971,대전광역시,유성구,36.35519855,127.3367663,Y,Y,Y,ABC
24972,대전광역시,유성구,36.35973271,127.3363144,N,Y,N,B
24973,대전광역시,유성구,36.35850236,127.3363197,N,Y,Y,BC
24974,대전광역시,유성구,36.35791679,127.3315585,Y,Y,N,AB
24975,대전광역시,유성구,36.35795808,127.3320476,Y,Y,Y,ABC
24976,대전광역시,유성구,36.35731338,127.3336004,N,Y,N,B
24977,대전광역시,유성구,36.3564505,127.3315682,Y,Y,Y,ABC
24978,대전광역시,유성구,36.35616058,127.3326432,Y,Y,Y,ABC
24979,대전광역시,유성구,36.35779992,127.3320505,Y,Y,Y,ABC
24980,대전광역시,유성구,36.35674024,127.3313882,Y,Y,Y,ABC
24981,대전광역시,유성구,36.35907503,127.3335663,Y,Y,Y,ABC
24982,대전광역시,유성구,36.35983441,127.3344667,Y,Y,Y,ABC
24983,대전광역시,유성구,36.35920795,127.3336005,N,Y,Y,BC
24984,대전광역시,유성구,36.35799385,127.3317499,N,Y,Y,BC
24985,대전광역시,유성구,36.35852224,127.3326744,N,Y,Y,BC
24986,대전광역시,유성구,36.36136767,127.3379339,N,Y,N,B
24987,대전광역시,유성구,36.3629172,127.3370676,N,Y,Y,BC
24988,대전광역시,중구,36.31919534,127.4312116,Y,Y,Y,ABC
24989,대전광역시,중구,36.31978977,127.4311686,N,Y,Y,BC
24990,대전광역시,중구,36.32001139,127.4332511,Y,Y,N,AB
24991,대전광역시,동구,36.31169288,127.4431634,Y,Y,Y,ABC
24992,대전광역시,동구,36.31347456,127.4411833,N,Y,N,B
24993,대전광역시,동구,36.32720373,127.4289105,N,Y,Y,BC
24994,대전광역시,중구,36.32688003,127.4282031,N,Y,Y,BC
24995,대전광역시,동구,36.32748484,127.4299308,N,Y,Y,BC
24996,대전광역시,동구,36.32085642,127.4461451,Y,Y,Y,ABC
24997,대전광역시,동구,36.32453853,127.440759,Y,Y,Y,ABC
24998,대전광역시,동구,36.32468637,127.4409157,Y,Y,Y,ABC
24999,대전광역시,동구,36.32439475,127.4409099,Y,Y,Y,ABC
25000,대전광역시,동구,36.32844534,127.4397831,Y,Y,Y,ABC
25001,대전광역시,동구,36.32835233,127.4400019,Y,Y,Y,ABC
25002,대전광역시,동구,36.32814934,127.439885,Y,Y,Y,ABC
25003,대전광역시,중구,36.32298295,127.4229356,Y,Y,Y,ABC
25004,대전광역시,중구,36.31711945,127.4257571,Y,Y,Y,ABC
25005,대전광역시,중구,36.31727752,127.4262562,Y,Y,Y,ABC
25006,대전광역시,중구,36.31743051,127.4261664,N,Y,Y,BC
25007,대전광역시,서구,36.30271209,127.366124,Y,Y,Y,ABC
25008,대전광역시,유성구,36.36237531,127.3346703,N,Y,N,B
25009,대전광역시,유성구,36.36019959,127.33407,N,Y,Y,BC
25010,대전광역시,유성구,36.36101165,127.3347602,N,Y,N,B
25011,대전광역시,유성구,36.36021418,127.3339552,N,Y,Y,BC
25012,대전광역시,유성구,36.36062838,127.3335158,N,Y,Y,BC
25013,대전광역시,유성구,36.3605908,127.3336411,N,Y,Y,BC
25014,대전광역시,유성구,36.36095495,127.3346394,N,Y,N,B
25015,대전광역시,유성구,36.36473674,127.3333643,N,Y,Y,BC
25016,대전광역시,유성구,36.3511932,127.3335851,Y,Y,Y,ABC
25017,대전광역시,유성구,36.35170027,127.332062,Y,Y,Y,ABC
25018,대전광역시,유성구,36.35157743,127.3321549,Y,Y,Y,ABC
25019,대전광역시,동구,36.31716453,127.45638,Y,Y,Y,ABC
25020,대전광역시,동구,36.31678148,127.4563243,Y,Y,Y,ABC
25021,대전광역시,동구,36.31673484,127.4572425,N,Y,Y,BC
25022,대전광역시,동구,36.31733376,127.4545222,N,Y,N,B
25023,대전광역시,동구,36.31701838,127.4542245,N,Y,Y,BC
25024,대전광역시,동구,36.31689045,127.4550533,N,Y,Y,BC
25025,대전광역시,동구,36.31683176,127.455387,N,Y,Y,BC
25026,대전광역시,동구,36.30684555,127.4550184,N,Y,Y,BC
25027,대전광역시,동구,36.30626182,127.4549936,N,Y,Y,BC
25028,대전광역시,동구,36.30837126,127.4503183,Y,Y,Y,ABC
25029,대전광역시,동구,36.30591923,127.452379,Y,Y,Y,ABC
25030,대전광역시,동구,36.30783273,127.4511413,N,Y,N,B
25031,대전광역시,동구,36.30594431,127.4522012,Y,Y,Y,ABC
25032,대전광역시,동구,36.30522295,127.454552,N,Y,Y,BC
25033,대전광역시,동구,36.30537372,127.4543841,N,Y,Y,BC
25034,대전광역시,동구,36.30850491,127.4503809,Y,Y,Y,ABC
25035,대전광역시,동구,36.30580223,127.4521878,Y,Y,Y,ABC
25036,대전광역시,동구,36.30577519,127.4523642,Y,Y,Y,ABC
25037,대전광역시,동구,36.30834405,127.4505412,Y,Y,Y,ABC
25038,대전광역시,동구,36.30847642,127.4506132,Y,Y,Y,ABC
25039,대전광역시,동구,36.30753798,127.4512534,N,Y,N,B
25040,대전광역시,동구,36.30839009,127.4506841,N,Y,Y,BC
25041,대전광역시,동구,36.30704676,127.4540399,N,Y,Y,BC
25042,대전광역시,동구,36.3070485,127.4541703,N,Y,Y,BC
25043,대전광역시,동구,36.30718129,127.4542212,N,Y,Y,BC
25044,대전광역시,동구,36.30660914,127.4546218,N,Y,Y,BC
25045,대전광역시,동구,36.30658724,127.4548078,N,Y,Y,BC
25046,대전광역시,동구,36.3203571,127.4467185,Y,Y,Y,ABC
25047,대전광역시,동구,36.32697052,127.4350567,Y,Y,Y,ABC
25048,대전광역시,중구,36.32490725,127.4299881,Y,Y,Y,ABC
25049,대전광역시,중구,36.31979173,127.4244923,Y,Y,Y,ABC
25050,충청남도,천안시,36.843361,127.137131,N,Y,Y,BC
25051,충청남도,천안시,36.84269671,127.137131,N,N,Y,C
25052,충청남도,천안시,36.842807,127.136571,N,N,Y,C
25053,충청남도,천안시,36.842588,127.1365637,N,N,Y,C
25054,충청남도,천안시,36.843872,127.138096,Y,Y,Y,ABC
25055,충청남도,천안시,36.843755,127.138226,Y,Y,Y,ABC
25056,충청남도,천안시,36.842697,127.137664,N,N,Y,C
25057,충청남도,천안시,36.841543,127.136388,Y,N,Y,AC
25058,충청남도,천안시,36.841703,127.136569,Y,N,Y,AC
25059,충청남도,천안시,36.841542,127.136748,Y,N,Y,AC
25060,충청남도,천안시,36.841384,127.136569,Y,N,Y,AC
25061,전라북도,무주군,35.86814614,127.6551573,N,Y,N,B
25062,전라북도,무주군,35.86736293,127.6547423,N,Y,N,B
25063,전라북도,무주군,35.86892883,127.653371,N,Y,N,B
25064,전라북도,무주군,35.86885438,127.6533696,N,Y,N,B
25065,전라북도,무주군,35.87037107,127.6514052,N,Y,N,B
25066,전라북도,무주군,35.86748588,127.6538546,N,N,N,N
25067,전라북도,무주군,35.86132076,127.6648867,N,Y,N,B
25068,전라북도,무주군,35.86134191,127.6648342,N,Y,N,B
25069,전라북도,무주군,35.86132076,127.6648867,N,Y,N,B
25070,전라북도,무주군,35.8664648,127.6497556,N,N,N,N
