,시도명,시군구명,위도,경도,보행자신호등유무,보도턱낮춤여부,점자블록유무,보조시설유무
3900,경기도,남양주시,37.750882,127.232477,Y,Y,Y,ABC
3901,경기도,남양주시,37.751103,127.231175,N,Y,Y,BC
3902,경기도,남양주시,37.750991,127.230617,Y,Y,Y,ABC
3903,경기도,남양주시,37.751127,127.231138,N,Y,N,B
3904,경기도,남양주시,37.751483,127.230455,N,Y,Y,BC
3905,경기도,남양주시,37.749694,127.234379,Y,Y,Y,ABC
3906,경기도,남양주시,37.749866,127.233435,Y,Y,Y,ABC
3907,경기도,남양주시,37.749894,127.233308,Y,Y,Y,ABC
3908,경기도,남양주시,37.750055,127.232426,Y,Y,Y,ABC
3909,경기도,남양주시,37.750087,127.232239,Y,Y,Y,ABC
3910,경기도,남양주시,37.751013,127.230562,Y,Y,Y,ABC
3911,경기도,남양주시,37.750951,127.230588,Y,Y,Y,ABC
3912,경기도,남양주시,37.751783,127.230327,N,Y,Y,BC
3913,경기도,남양주시,37.752039,127.230158,Y,Y,Y,ABC
3914,경기도,남양주시,37.750793,127.229731,Y,Y,N,AB
3915,경기도,남양주시,37.714408,127.182278,Y,Y,Y,ABC
3916,경기도,남양주시,37.714408,127.182278,Y,Y,Y,ABC
3917,경기도,남양주시,37.728163,127.190141,N,Y,N,B
3918,경기도,남양주시,37.718768,127.181016,N,Y,N,B
3919,경기도,남양주시,37.737269,127.228071,N,Y,Y,BC
3920,경기도,남양주시,37.737777,127.228052,N,Y,Y,BC
3921,경기도,남양주시,37.736706,127.230045,N,Y,Y,BC
3922,경기도,남양주시,37.736706,127.230045,N,Y,Y,BC
3923,경기도,남양주시,37.736472,127.229558,N,N,N,N
3924,경기도,남양주시,37.738672,127.224912,N,N,N,N
3925,경기도,남양주시,37.739395,127.223095,N,Y,Y,BC
3926,경기도,남양주시,37.739025,127.225061,N,Y,Y,BC
3927,경기도,남양주시,37.738933,127.225544,N,Y,Y,BC
3928,경기도,남양주시,37.738429,127.225442,N,N,N,N
3929,경기도,남양주시,37.740638,127.216438,N,Y,N,B
3930,경기도,남양주시,37.742313,127.216822,N,Y,Y,BC
3931,경기도,남양주시,37.742352,127.216876,N,Y,N,B
3932,경기도,남양주시,37.741241,127.221173,N,Y,N,B
3933,경기도,남양주시,37.743451,127.216752,N,Y,Y,BC
3934,경기도,남양주시,37.739419,127.215915,N,Y,N,B
3935,경기도,남양주시,37.739247,127.223368,N,N,N,N
3936,경기도,남양주시,37.737243,127.214897,N,Y,N,B
3937,경기도,남양주시,37.752113,127.230201,Y,Y,Y,ABC
3938,경기도,남양주시,37.751956,127.229662,N,Y,Y,BC
3939,경기도,남양주시,37.749481,127.230714,N,N,N,N
3940,경기도,남양주시,37.749977,127.222319,N,N,N,N
3941,경기도,남양주시,37.755807,127.218294,Y,Y,Y,ABC
3942,경기도,남양주시,37.743506,127.216893,N,N,N,N
3943,경기도,남양주시,37.718931,127.176924,N,Y,Y,BC
3944,경기도,남양주시,37.719858,127.176191,N,Y,Y,BC
3945,경기도,남양주시,37.716779,127.178946,N,Y,Y,BC
3946,경기도,남양주시,37.716724,127.179247,N,Y,Y,BC
3947,경기도,남양주시,37.716918,127.179027,N,Y,Y,BC
3948,경기도,남양주시,37.716074,127.179681,Y,Y,Y,ABC
3949,경기도,남양주시,37.716119,127.179726,N,Y,Y,BC
3950,경기도,남양주시,37.714299,127.179324,N,N,N,N
3951,경기도,남양주시,37.727237,127.192733,Y,Y,Y,ABC
3952,경기도,남양주시,37.717775,127.178332,N,N,N,N
3953,경기도,남양주시,37.716076,127.179717,Y,Y,Y,ABC
3954,경기도,남양주시,37.716165,127.179757,Y,Y,Y,ABC
3955,경기도,남양주시,37.726547,127.192304,N,N,N,N
3956,경기도,남양주시,37.727056,127.190781,N,Y,N,B
3957,경기도,남양주시,37.715293,127.181049,Y,Y,Y,ABC
3958,경기도,남양주시,37.714544,127.182214,Y,N,Y,AC
3959,경기도,남양주시,37.714783,127.181777,Y,Y,Y,ABC
3960,경기도,남양주시,37.715178,127.181347,Y,Y,Y,ABC
3961,경기도,남양주시,37.715128,127.181229,Y,Y,Y,ABC
3962,경기도,남양주시,37.715083,127.181064,Y,Y,Y,ABC
3963,경기도,남양주시,37.715172,127.181104,Y,Y,Y,ABC
3964,경기도,남양주시,37.715173,127.180934,Y,Y,Y,ABC
3965,경기도,남양주시,37.716089,127.179883,Y,Y,Y,ABC
3966,경기도,남양주시,37.716054,127.179836,Y,Y,Y,ABC
3967,경기도,남양주시,37.715069,127.181015,Y,Y,Y,ABC
3968,경기도,남양주시,37.714223,127.179688,N,Y,Y,BC
3969,경기도,남양주시,37.713929,127.179691,N,Y,Y,BC
3970,경기도,남양주시,37.713513,127.180077,Y,Y,Y,ABC
3971,강원도,동해시,37.516514,129.119228,N,N,N,N
3972,경기도,남양주시,37.718191,127.177737,N,Y,Y,BC
3973,경기도,남양주시,37.731945,127.193977,Y,Y,Y,ABC
3974,경기도,남양주시,37.731903,127.193991,Y,Y,Y,ABC
3975,경기도,남양주시,37.731945,127.193977,Y,Y,Y,ABC
3976,경기도,남양주시,37.731945,127.193977,Y,Y,Y,ABC
3977,경기도,남양주시,37.731945,127.193977,Y,Y,Y,ABC
3978,경기도,남양주시,37.729433,127.193322,Y,Y,Y,ABC
3979,경기도,남양주시,37.731228,127.194111,Y,Y,Y,ABC
3980,경기도,남양주시,37.729233,127.193476,Y,Y,Y,ABC
3981,경기도,남양주시,37.730816,127.195141,Y,Y,Y,ABC
3982,경기도,남양주시,37.730877,127.195113,Y,Y,Y,ABC
3983,경기도,남양주시,37.730815,127.195223,Y,Y,Y,ABC
3984,경기도,남양주시,37.729528,127.194608,Y,Y,Y,ABC
3985,경기도,남양주시,37.729496,127.194677,Y,Y,Y,ABC
3986,경기도,남양주시,37.730783,127.195313,Y,Y,N,AB
3987,경기도,남양주시,37.727437,127.193893,N,Y,Y,BC
3988,경기도,남양주시,37.729014,127.194637,Y,Y,Y,ABC
3989,경기도,남양주시,37.728233,127.194436,Y,Y,Y,ABC
3990,경기도,남양주시,37.728283,127.194531,Y,Y,Y,ABC
3991,경기도,남양주시,37.728248,127.194555,Y,Y,Y,ABC
3992,경기도,남양주시,37.729096,127.194554,Y,Y,Y,ABC
3993,경기도,남양주시,37.729046,127.194689,Y,Y,Y,ABC
3994,경기도,남양주시,37.727101,127.192857,Y,Y,Y,ABC
3995,경기도,남양주시,37.726605,127.193549,Y,N,Y,AC
3996,경기도,남양주시,37.727172,127.193784,N,Y,Y,BC
3997,경기도,남양주시,37.726617,127.193596,N,N,Y,C
3998,경기도,남양주시,37.726667,127.193528,Y,N,Y,AC
3999,경기도,남양주시,37.726675,127.193582,N,N,Y,C
4000,경기도,남양주시,37.712659,127.183191,Y,Y,Y,ABC
4001,경기도,남양주시,37.681525,127.169972,N,Y,N,B
4002,경기도,남양주시,37.728916,127.195318,N,Y,N,B
4003,경기도,남양주시,37.729258,127.195584,N,Y,N,B
4004,경기도,남양주시,37.728776,127.195471,N,Y,N,B
4005,경기도,남양주시,37.728382,127.195466,N,Y,N,B
4006,경기도,남양주시,37.721641,127.187482,N,N,N,N
4007,경기도,남양주시,37.720308,127.184998,N,N,N,N
4008,경기도,남양주시,37.723383,127.189507,Y,Y,Y,ABC
4009,경기도,남양주시,37.723434,127.191204,Y,Y,Y,ABC
4010,경기도,남양주시,37.723679,127.191356,Y,Y,Y,ABC
4011,경기도,남양주시,37.725368,127.192018,Y,Y,Y,ABC
4012,경기도,남양주시,37.740417,127.195504,Y,Y,Y,ABC
4013,경기도,남양주시,37.720416,127.188695,Y,Y,N,AB
4014,경기도,남양주시,37.714367,127.182437,Y,Y,Y,ABC
4015,경기도,남양주시,37.732958,127.195409,Y,Y,Y,ABC
4016,경기도,남양주시,37.733183,127.195501,Y,Y,Y,ABC
4017,경기도,남양주시,37.717707,127.185032,N,Y,Y,BC
4018,경기도,남양주시,37.720844,127.188285,N,N,N,N
4019,경기도,남양주시,37.719244,127.183463,Y,Y,Y,ABC
4020,경기도,남양주시,37.732863,127.194342,N,Y,N,B
4021,경기도,남양주시,37.732863,127.194342,N,Y,N,B
4022,경기도,남양주시,37.732863,127.194342,N,Y,N,B
4023,경기도,남양주시,37.732863,127.194342,N,Y,N,B
4024,경기도,남양주시,37.720682,127.184263,N,N,N,N
4025,경기도,남양주시,37.719637,127.181398,N,Y,N,B
4026,경기도,남양주시,37.718782,127.181034,N,Y,N,B
4027,경기도,남양주시,37.717753,127.178339,N,Y,Y,BC
4028,충청남도,천안시,36.835796,127.133473,Y,Y,Y,ABC
4029,충청남도,천안시,36.835894,127.133622,Y,Y,Y,ABC
4030,충청남도,천안시,36.835773,127.131357,N,Y,Y,BC
4031,충청남도,천안시,36.835825,127.131417,N,Y,Y,BC
4032,충청남도,천안시,36.835825,127.131291,N,Y,Y,BC
4033,충청남도,천안시,36.835884,127.131359,N,Y,Y,BC
4034,충청남도,천안시,36.836995,127.133858,Y,Y,Y,ABC
4035,충청남도,천안시,36.836934,127.133692,Y,Y,Y,ABC
4036,충청남도,천안시,36.83661707,127.133547,Y,Y,Y,ABC
4037,충청남도,천안시,36.837026,127.1334914,N,Y,Y,BC
4038,충청남도,천안시,36.837069,127.1334914,N,Y,Y,BC
4039,충청남도,천안시,36.838934,127.130844,N,Y,Y,BC
4040,충청남도,천안시,36.838833,127.133812,N,Y,Y,BC
4041,충청남도,천안시,36.835851,127.129744,N,Y,Y,BC
4042,충청남도,천안시,36.836082,127.129682,N,Y,Y,BC
4043,충청남도,천안시,36.836105,127.128382,N,Y,Y,BC
4044,충청남도,천안시,36.835644,127.116998,N,Y,Y,BC
4045,충청남도,천안시,36.839132,127.119365,N,Y,Y,BC
4046,충청남도,천안시,36.839489,127.1194238,Y,Y,Y,ABC
4047,충청남도,천안시,36.839599,127.119573,N,Y,Y,BC
4048,충청남도,천안시,36.838663,127.1208421,N,Y,Y,BC
4049,충청남도,천안시,36.838784,127.117832,N,Y,N,B
4050,충청남도,천안시,36.838854,127.117806,N,Y,N,B
4051,충청남도,천안시,36.838667,127.115484,N,Y,N,B
4052,충청남도,천안시,36.83912119,127.115912,Y,Y,N,AB
4053,전라북도,군산시,35.97557613,126.735101,N,Y,N,B
4054,전라북도,군산시,35.975682,126.7363342,N,Y,N,B
4055,전라북도,군산시,35.975682,126.7363342,N,Y,N,B
4056,전라북도,군산시,35.976976,126.7380073,N,Y,Y,BC
4057,전라북도,군산시,35.976563,126.7375709,N,Y,N,B
4058,전라북도,군산시,35.975874,126.737758,Y,Y,Y,ABC
4059,전라북도,군산시,35.97570204,126.737318,Y,Y,Y,ABC
4060,전라북도,군산시,35.97534255,126.7377627,Y,Y,Y,ABC
4061,전라북도,군산시,35.976037,126.7457987,N,Y,Y,BC
4062,전라북도,군산시,35.97534255,126.7377627,N,Y,Y,BC
4063,전라북도,군산시,35.97534255,126.7377627,N,Y,N,B
4064,전라북도,군산시,35.977066,126.7404692,N,Y,N,B
4065,전라북도,군산시,35.977066,126.7404692,N,Y,N,B
4066,전라북도,군산시,35.977066,126.7404692,N,Y,N,B
4067,전라북도,군산시,35.976976,126.7380073,N,Y,Y,BC
4068,전라북도,군산시,35.97951318,126.739221,Y,Y,N,AB
4069,경기도,남양주시,37.659871,127.291109,Y,Y,Y,ABC
4070,경기도,남양주시,37.659234,127.290594,Y,Y,Y,ABC
4071,경기도,남양주시,37.659234,127.290594,Y,Y,Y,ABC
4072,경기도,남양주시,37.658859,127.289721,Y,N,N,A
4073,경기도,남양주시,37.658509,127.290109,Y,Y,Y,ABC
4074,경기도,남양주시,37.658339,127.290066,Y,Y,Y,ABC
4075,경기도,남양주시,37.657104,127.289889,Y,Y,Y,ABC
4076,경기도,남양주시,37.658748,127.293649,Y,Y,Y,ABC
4077,경기도,남양주시,37.656159,127.290533,Y,Y,Y,ABC
4078,경기도,남양주시,37.656136,127.290129,Y,Y,Y,ABC
4079,경기도,남양주시,37.659503,127.286095,Y,Y,Y,ABC
4080,경기도,남양주시,37.658854,127.283902,Y,Y,Y,ABC
4081,경기도,남양주시,37.658769,127.283962,N,Y,N,B
4082,경상북도,포항시 남구,36.008029,129.328673,N,N,N,N
4083,경상북도,포항시 남구,36.008793,129.328319,N,N,N,N
4084,경상북도,포항시 남구,36.00983,129.327834,Y,N,N,A
4085,경상북도,포항시 남구,36.025773,129.325849,Y,N,N,A
4086,경상북도,포항시 남구,36.027764,129.326534,Y,N,Y,AC
4087,경상북도,포항시 남구,35.991434,129.347676,Y,N,Y,AC
4088,경상북도,포항시 남구,35.99227,129.344768,Y,N,Y,AC
4089,경상북도,포항시 남구,35.991366,129.347463,Y,N,Y,AC
4090,경상북도,포항시 남구,35.99014,129.351163,Y,N,Y,AC
4091,경상북도,포항시 남구,35.990222,129.351371,Y,N,N,A
4092,경상북도,포항시 남구,35.98849,129.357883,Y,N,Y,AC
4093,경상북도,포항시 남구,35.989313,129.354077,Y,N,Y,AC
4094,경상북도,포항시 남구,35.961255,129.412709,Y,N,N,A
4095,경상북도,포항시 남구,35.963755,129.399455,Y,N,N,A
4096,경상북도,포항시 남구,35.963927,129.399425,N,N,N,N
4097,경상북도,포항시 남구,36.027985,129.36724,Y,N,Y,AC
4098,경상북도,포항시 남구,35.963441,129.402826,Y,N,Y,AC
4099,경상북도,포항시 남구,35.962749,129.403235,Y,N,N,A
4100,경상북도,포항시 남구,35.962003,129.40721,Y,N,N,A
4101,경상북도,포항시 남구,35.963476,129.399796,Y,N,Y,AC
4102,경상북도,포항시 남구,35.961329,129.413196,Y,N,N,A
4103,경상북도,포항시 남구,35.961267,129.412674,Y,N,N,A
4104,경상북도,포항시 남구,35.964067,129.421143,Y,N,N,A
4105,경상북도,포항시 남구,35.963992,129.420628,Y,N,N,A
4106,경상북도,포항시 남구,35.962955,129.41677,Y,N,N,A
4107,경상북도,포항시 남구,35.981733,129.370413,Y,N,Y,AC
4108,경상북도,포항시 남구,35.979759,129.373219,N,N,N,N
4109,경상북도,포항시 남구,35.979128,129.375063,N,N,N,N
4110,경상북도,포항시 남구,35.973806,129.384197,N,N,N,N
4111,경상북도,포항시 남구,35.976182,129.415425,N,N,N,N
4112,경상북도,포항시 남구,35.976201,129.409764,Y,N,N,A
4113,경상북도,포항시 남구,36.012589,129.370569,Y,N,Y,AC
4114,경상북도,포항시 남구,36.016362,129.363304,Y,N,N,A
4115,경상북도,포항시 남구,36.017653,129.360884,Y,N,Y,AC
4116,경상북도,포항시 남구,36.01785,129.360482,Y,N,Y,AC
4117,경상북도,포항시 남구,36.014781,129.366881,Y,N,N,A
4118,경상북도,포항시 남구,36.015372,129.365168,Y,N,N,A
4119,경상북도,포항시 남구,36.025566,129.343282,Y,N,Y,AC
4120,경상북도,포항시 남구,36.025733,129.343398,N,N,N,N
4121,경상북도,포항시 남구,36.02536,129.343605,N,N,N,N
4122,경상북도,포항시 남구,36.025883,129.341971,N,N,N,N
4123,경상북도,포항시 남구,36.025778,129.34123,Y,N,Y,AC
4124,경상북도,포항시 남구,36.025847,129.340783,Y,N,Y,AC
4125,경상북도,포항시 남구,36.025775,129.339841,Y,N,N,A
4126,경상북도,포항시 남구,36.025368,129.33854,Y,N,N,A
4127,경상북도,포항시 남구,36.013969,129.367902,Y,N,N,A
4128,경상북도,포항시 남구,36.025296,129.337972,Y,N,N,A
4129,경상북도,포항시 남구,36.019102,129.358659,N,N,N,N
4130,경상북도,포항시 남구,36.018688,129.358874,Y,N,N,A
4131,경상북도,포항시 남구,36.027165,129.332018,N,N,N,N
4132,경상북도,포항시 남구,36.027056,129.331932,Y,N,N,A
4133,경상북도,포항시 남구,36.026582,129.332885,Y,N,N,A
4134,경상북도,포항시 남구,36.027667,129.326919,Y,N,Y,AC
4135,경상북도,포항시 남구,36.027492,129.326404,Y,N,N,A
4136,경상북도,포항시 남구,36.017258,129.362153,N,N,N,N
4137,경상북도,포항시 남구,36.016592,129.363397,N,N,N,N
4138,경상북도,포항시 남구,36.016107,129.364325,Y,N,N,A
4139,충청남도,천안시,36.837777,127.135952,N,Y,Y,BC
4140,충청남도,천안시,36.837849,127.136044,N,Y,Y,BC
4141,충청남도,천안시,36.838807,127.138232,Y,Y,Y,ABC
4142,충청남도,천안시,36.839072,127.138504,Y,Y,Y,ABC
4143,충청남도,천안시,36.839316,127.138279,Y,Y,Y,ABC
4144,충청남도,천안시,36.83661707,127.131321,N,Y,Y,BC
4145,충청남도,천안시,36.835784,127.133755,Y,Y,Y,ABC
4146,충청남도,천안시,36.835693,127.133614,Y,Y,Y,ABC
4147,전라북도,군산시,35.976268,126.7234025,N,Y,Y,BC
4148,전라북도,군산시,35.975675,126.7255006,Y,Y,Y,ABC
4149,전라북도,군산시,35.975675,126.7255006,N,Y,Y,BC
4150,전라북도,군산시,35.976268,126.7234025,N,Y,N,B
4151,전라북도,군산시,35.978569,126.7241597,N,Y,Y,BC
4152,전라북도,군산시,35.978569,126.7241597,N,Y,N,B
4153,전라북도,군산시,35.975675,126.7255006,Y,Y,Y,ABC
4154,전라북도,군산시,35.975675,126.7255006,N,Y,Y,BC
4155,전라북도,군산시,35.975675,126.7255006,N,Y,Y,BC
4156,전라북도,군산시,35.975675,126.7255006,N,Y,Y,BC
4157,전라북도,군산시,35.975311,126.733054,N,Y,N,B
4158,전라북도,군산시,35.975311,126.733054,Y,Y,Y,ABC
4159,전라북도,군산시,35.97705479,126.7330135,N,N,N,N
4160,전라북도,군산시,35.97705479,126.7330135,N,N,N,N
4161,전라북도,군산시,35.97705479,126.7330135,N,Y,N,B
4162,전라북도,군산시,35.975625,126.732063,Y,Y,Y,ABC
4163,전라북도,군산시,35.975625,126.732063,Y,Y,N,AB
4164,전라북도,군산시,35.975612,126.734248,Y,Y,Y,ABC
4165,전라북도,군산시,35.975612,126.734248,N,Y,N,B
4166,전라북도,군산시,35.976737,126.735849,N,N,N,N
4167,전라북도,군산시,35.97660087,126.7357734,N,Y,N,B
4168,충청남도,천안시,36.838801,127.138445,N,Y,Y,BC
4169,충청남도,천안시,36.838482,127.138438,N,Y,Y,BC
4170,충청남도,천안시,36.838415,127.138436,N,Y,Y,BC
4171,충청남도,천안시,36.838356,127.138095,N,Y,Y,BC
4172,충청남도,천안시,36.837957,127.138085,N,Y,N,B
4173,충청남도,천안시,36.837641,127.138079,N,Y,N,B
4174,충청남도,천안시,36.837035,127.138408,N,Y,Y,BC
4175,충청남도,천안시,36.837018,127.138066,N,Y,Y,BC
4176,충청남도,천안시,36.83298624,127.138061,N,Y,Y,BC
4177,충청남도,천안시,36.835562,127.138378,N,Y,Y,BC
4178,충청남도,천안시,36.835537,127.138037,N,Y,Y,BC
4179,충청남도,천안시,36.835209,127.135858,N,Y,Y,BC
4180,충청남도,천안시,36.835582,127.138907,N,Y,Y,BC
4181,충청남도,천안시,36.835647,127.138983,N,Y,Y,BC
4182,충청남도,천안시,36.835712,127.138914,N,Y,Y,BC
4183,충청남도,천안시,36.835657,127.138438,Y,Y,Y,ABC
4184,충청남도,천안시,36.83298624,127.138172,Y,Y,Y,ABC
4185,충청남도,천안시,36.835678,127.137971,Y,Y,Y,ABC
4186,충청남도,천안시,36.835689,127.137427,N,Y,Y,BC
4187,충청남도,천안시,36.835735,127.135785,N,Y,Y,BC
4188,충청남도,천안시,36.836827,127.138942,N,Y,Y,BC
4189,충청남도,천안시,36.83524216,127.138017,N,Y,Y,BC
4190,충청남도,천안시,36.836947,127.135846,N,Y,Y,BC
4191,충청남도,천안시,36.837009,127.135926,N,Y,Y,BC
4192,충청남도,천안시,36.837839,127.139988,N,Y,Y,BC
4193,충청남도,천안시,36.837801,127.138013,N,Y,Y,BC
4194,충청남도,천안시,36.837812,127.137482,N,Y,N,B
4195,충청남도,천안시,36.837692,127.141952,Y,Y,N,AB
4196,충청남도,천안시,36.836786,127.141353,N,Y,N,B
4197,충청남도,천안시,36.836838,127.141816,Y,Y,Y,ABC
4198,충청남도,천안시,36.836764,127.141917,Y,Y,Y,ABC
4199,충청남도,천안시,36.836905,127.141927,Y,Y,Y,ABC
4200,충청남도,천안시,36.836832,127.142038,Y,Y,Y,ABC
4201,충청남도,천안시,36.836808,127.143686,N,Y,Y,BC
4202,충청남도,천안시,36.836435,127.143752,N,Y,N,B
4203,충청남도,천안시,36.835958,127.143737,N,Y,N,B
4204,충청남도,천안시,36.835625,127.143726,Y,Y,Y,ABC
4205,충청남도,천안시,36.835562,127.143828,N,Y,Y,BC
4206,충청남도,천안시,36.835504,127.143721,N,Y,Y,BC
4207,충청남도,천안시,36.835567,127.143626,N,Y,Y,BC
4208,충청남도,천안시,36.835527,127.141874,Y,Y,Y,ABC
4209,충청남도,천안시,36.835584,127.141998,Y,Y,Y,ABC
4210,충청남도,천안시,36.83622167,127.1418949,Y,Y,Y,ABC
4211,충청남도,천안시,36.83622167,127.141768,Y,Y,Y,ABC
4212,충청남도,천안시,36.835662,127.141313,N,Y,Y,BC
4213,충청남도,천안시,36.835567,127.1392169,N,Y,Y,BC
4214,충청남도,천안시,36.835627,127.140009,N,Y,Y,BC
4215,충청남도,천안시,36.83603902,127.140088,N,Y,Y,BC
4216,충청남도,천안시,36.836809,127.140101,N,Y,Y,BC
4217,충청남도,천안시,36.837916,127.140115,N,Y,Y,BC
4218,충청남도,천안시,36.838706,127.141988,N,Y,Y,BC
4219,충청남도,천안시,36.83916567,127.143526,N,Y,N,B
4220,충청남도,천안시,36.839448,127.143611,N,Y,Y,BC
4221,충청남도,천안시,36.835735,127.138384,N,Y,Y,BC
4222,충청남도,천안시,36.835876,127.1471658,N,N,N,N
4223,충청남도,천안시,36.835535,127.146312,N,Y,Y,BC
4224,충청남도,천안시,36.835637,127.1471658,N,Y,Y,BC
4225,충청남도,천안시,36.835537,127.146106,N,Y,Y,BC
4226,충청남도,천안시,36.83660842,127.145705,N,Y,Y,BC
4227,충청남도,천안시,36.835425,127.145575,Y,Y,Y,ABC
4228,충청남도,천안시,36.835537,127.145413,Y,Y,Y,ABC
4229,충청남도,천안시,36.835636,127.145577,Y,Y,Y,ABC
4230,충청남도,천안시,36.836303,127.146221,N,N,N,N
4231,충청남도,천안시,36.83623391,127.146238,N,Y,Y,BC
4232,충청남도,천안시,36.836799,127.146357,N,Y,Y,BC
4233,충청남도,천안시,36.836894,127.146241,N,N,N,N
4234,충청남도,천안시,36.83623391,127.146163,N,Y,Y,BC
4235,충청남도,천안시,36.836729,127.145611,N,Y,Y,BC
4236,충청남도,천안시,36.836917,127.145618,N,Y,Y,BC
4237,충청남도,천안시,36.837621,127.145643,N,Y,Y,BC
4238,충청남도,천안시,36.837751,127.1482481,N,N,N,N
4239,충청남도,천안시,36.83888545,127.146498,N,Y,Y,BC
4240,충청남도,천안시,36.838601,127.145731,N,N,Y,C
4241,충청남도,천안시,36.838604,127.145628,N,N,Y,C
4242,충청남도,천안시,36.839143,127.146524,N,Y,N,B
4243,충청남도,천안시,36.839181,127.145694,N,Y,Y,BC
4244,충청남도,천안시,36.837752,127.143687,N,Y,Y,BC
4245,충청남도,천안시,36.837766,127.142706,N,Y,Y,BC
4246,충청남도,천안시,36.837779,127.141825,N,Y,N,B
4247,충청남도,천안시,36.837855,127.141958,Y,Y,Y,ABC
4248,충청남도,천안시,36.837772,127.142142,Y,Y,Y,ABC
4249,충청남도,천안시,36.833982,127.127662,Y,Y,Y,ABC
4250,충청남도,천안시,36.834137,127.127527,Y,Y,Y,ABC
4251,전라북도,군산시,35.977498,126.7221655,Y,Y,Y,ABC
4252,충청남도,천안시,36.830079,127.116072,Y,Y,Y,ABC
4253,충청남도,천안시,36.83106728,127.115689,N,Y,Y,BC
4254,충청남도,천안시,36.82960811,127.114932,Y,Y,Y,ABC
4255,충청남도,천안시,36.830333,127.1163026,Y,Y,Y,ABC
4256,충청남도,천안시,36.83534987,127.114453,Y,Y,Y,ABC
4257,충청남도,천안시,36.831272,127.112038,N,Y,N,B
4258,충청남도,천안시,36.831249,127.111722,N,Y,Y,BC
4259,충청남도,천안시,36.831424,127.111888,N,Y,N,B
4260,충청남도,천안시,36.833812,127.1142708,N,Y,N,B
4261,충청남도,천안시,36.833845,127.113092,N,Y,N,B
4262,충청남도,천안시,36.833905,127.112904,N,Y,N,B
4263,충청남도,천안시,36.833937,127.113028,N,Y,N,B
4264,충청남도,천안시,36.83370504,127.110103,N,Y,N,B
4265,충청남도,천안시,36.834761,127.110228,N,Y,N,B
4266,충청남도,천안시,36.834855,127.1114651,N,Y,N,B
4267,충청남도,천안시,36.831086,127.108557,N,Y,N,B
4268,충청남도,천안시,36.831067,127.108169,N,Y,N,B
4269,충청남도,천안시,36.832972,127.109232,N,Y,N,B
4270,충청남도,천안시,36.831008,127.106527,Y,Y,N,AB
4271,충청남도,천안시,36.831099,127.106389,Y,Y,N,AB
4272,충청남도,천안시,36.834514,127.105605,N,Y,N,B
4273,충청남도,천안시,36.835529,127.146985,N,Y,Y,BC
4274,충청남도,천안시,36.835068,127.148407,N,N,Y,C
4275,충청남도,천안시,36.835879,127.147706,N,Y,Y,BC
4276,충청남도,천안시,36.83363235,127.133736,Y,Y,Y,ABC
4277,충청남도,천안시,36.833836,127.133307,Y,Y,Y,ABC
4278,충청남도,천안시,36.833979,127.133486,Y,Y,Y,ABC
4279,충청남도,천안시,36.83369285,127.131237,Y,Y,Y,ABC
4280,충청남도,천안시,36.833893,127.131142,Y,Y,Y,ABC
4281,충청남도,천안시,36.833992,127.131252,Y,Y,Y,ABC
4282,충청남도,천안시,36.834702,127.131294,N,Y,Y,BC
4283,충청남도,천안시,36.834753,127.1328416,N,Y,Y,BC
4284,충청남도,천안시,36.834748,127.131233,N,Y,Y,BC
4285,충청남도,천안시,36.834804,127.1334914,N,Y,Y,BC
4286,충청남도,천안시,36.830359,127.129463,Y,Y,Y,ABC
4287,충청남도,천안시,36.830461,127.129621,Y,Y,N,AB
4288,충청남도,천안시,36.830463,127.129391,Y,Y,N,AB
4289,충청남도,천안시,36.830556,127.129474,Y,Y,Y,ABC
4290,충청남도,천안시,36.830929,127.129562,N,Y,Y,BC
4291,충청남도,천안시,36.830935,127.129416,N,Y,Y,BC
4292,충청남도,천안시,36.831514,127.129515,N,Y,N,B
4293,충청남도,천안시,36.831859,127.129527,N,Y,Y,BC
4294,충청남도,천안시,36.83219595,127.129606,N,Y,Y,BC
4295,충청남도,천안시,36.830509,127.127525,Y,Y,Y,ABC
4296,충청남도,천안시,36.830653,127.127367,Y,Y,Y,ABC
4297,충청남도,천안시,36.833823,127.129613,Y,Y,Y,ABC
4298,충청남도,천안시,36.833925,127.129708,Y,Y,Y,ABC
4299,충청남도,천안시,36.83400413,127.129477,Y,Y,Y,ABC
4300,충청남도,천안시,36.834055,127.129596,Y,Y,Y,ABC
4301,충청남도,천안시,36.834781,127.129699,N,Y,Y,BC
4302,충청남도,천안시,36.82926734,127.1273289,N,Y,N,B
4303,충청남도,천안시,36.785924,127.1282995,N,Y,Y,BC
4304,충청남도,천안시,36.77685617,127.129894,N,Y,N,B
4305,충청남도,천안시,36.778594,127.129752,N,Y,Y,BC
4306,충청남도,천안시,36.778494,127.1295162,N,Y,Y,BC
4307,충청남도,천안시,36.778116,127.129837,N,Y,N,B
4308,충청남도,천안시,36.778137,127.129674,N,Y,Y,BC
4309,충청남도,천안시,36.777736,127.129561,N,Y,Y,BC
4310,충청남도,천안시,36.777711,127.129718,N,Y,Y,BC
4311,충청남도,천안시,36.779167,127.1315589,N,Y,N,B
4312,충청남도,천안시,36.77856133,127.131158,N,Y,N,B
4313,충청남도,천안시,36.778382,127.131007,N,N,Y,C
4314,충청남도,천안시,36.778567,127.129984,N,Y,Y,BC
4315,충청남도,천안시,36.778014,127.132371,N,Y,Y,BC
