시도명,시군구명,위도,경도,보행자신호등유무,보도턱낮춤여부,점자블록유무
경기도,여주시,37.31151608,127.6451393,Y,Y,Y
경기도,여주시,37.31161444,127.6453342,Y,Y,Y
경기도,여주시,37.34251886,127.6394302,Y,N,N
경기도,여주시,37.34404617,127.6334642,Y,Y,Y
경기도,여주시,37.34489283,127.6302024,Y,N,N
경기도,여주시,37.34536974,127.6191367,Y,N,N
경기도,여주시,37.36386131,127.6042633,Y,N,N
경기도,여주시,37.37514315,127.5957418,Y,Y,N
전라북도,군산시,36.01174219,126.7594635,Y,Y,N
전라북도,군산시,36.011787,126.7591661,Y,Y,N
전라북도,군산시,36.011377,126.758802,Y,Y,N
전라북도,군산시,36.011327,126.759147,Y,Y,N
경기도,남양주시,37.670286,127.117635,Y,Y,Y
경기도,남양주시,37.670282,127.117635,Y,Y,Y
경기도,남양주시,37.659291,127.124919,Y,Y,Y
경기도,남양주시,37.657552,127.120893,Y,Y,Y
경기도,남양주시,37.658103,127.122181,Y,Y,Y
경기도,남양주시,37.658177,127.122373,Y,Y,Y
경기도,남양주시,37.654775,127.124876,Y,Y,Y
경기도,남양주시,37.654852,127.124922,Y,Y,Y
경기도,남양주시,37.655605,127.127297,Y,Y,Y
경기도,남양주시,37.655605,127.127297,Y,Y,Y
경기도,남양주시,37.655828,127.127261,Y,Y,Y
경기도,남양주시,37.655871,127.127831,Y,Y,Y
경기도,남양주시,37.655849,127.129124,Y,Y,Y
경기도,남양주시,37.655923,127.128996,Y,Y,Y
경기도,남양주시,37.642536,127.123384,Y,Y,Y
경기도,남양주시,37.699585,127.124078,Y,Y,N
경기도,남양주시,37.699288,127.124014,Y,Y,Y
경기도,남양주시,37.699468,127.123988,Y,Y,N
경기도,남양주시,37.699336,127.124114,Y,Y,Y
경기도,남양주시,37.665183,127.117969,Y,Y,Y
경기도,남양주시,37.665183,127.117969,Y,Y,Y
경기도,남양주시,37.665183,127.117969,Y,Y,Y
경기도,남양주시,37.669432,127.134294,Y,Y,Y
경기도,남양주시,37.669564,127.134296,Y,Y,Y
경기도,남양주시,37.656055,127.129876,Y,Y,Y
경기도,남양주시,37.669432,127.134294,Y,Y,Y
경기도,남양주시,37.673732,127.133876,Y,Y,Y
경기도,남양주시,37.673736,127.133876,Y,Y,Y
경기도,남양주시,37.673733,127.133876,Y,Y,Y
경기도,남양주시,37.673735,127.133876,Y,Y,Y
경기도,남양주시,37.673709,127.133858,Y,Y,Y
경기도,남양주시,37.669286,127.134364,Y,Y,Y
경기도,남양주시,37.663287,127.131637,Y,Y,Y
경기도,남양주시,37.663327,127.131635,Y,Y,Y
경기도,남양주시,37.663327,127.131635,Y,Y,Y
경기도,남양주시,37.659852,127.128052,Y,Y,Y
경기도,남양주시,37.659886,127.129478,Y,Y,Y
경기도,남양주시,37.662455,127.122564,Y,Y,Y
경기도,남양주시,37.661223,127.119825,Y,Y,Y
경기도,남양주시,37.661223,127.119822,Y,Y,Y
경기도,남양주시,37.661223,127.119825,Y,Y,Y
경기도,남양주시,37.661223,127.119823,Y,Y,Y
경기도,남양주시,37.660839,127.124634,Y,Y,Y
경기도,남양주시,37.661097,127.125307,Y,Y,Y
경기도,남양주시,37.659204,127.124716,Y,Y,Y
경기도,남양주시,37.663642,127.131891,Y,Y,Y
경기도,남양주시,37.662042,127.130642,Y,Y,Y
경기도,남양주시,37.656055,127.129876,Y,Y,Y
경기도,남양주시,37.656055,127.129876,Y,Y,Y
경기도,남양주시,37.662754,127.122409,Y,Y,Y
경기도,남양주시,37.662754,127.122409,Y,Y,Y
경기도,남양주시,37.668541,127.118534,Y,Y,Y
경기도,남양주시,37.668541,127.118534,Y,Y,Y
경기도,남양주시,37.668541,127.118534,Y,Y,Y
경기도,남양주시,37.665472,127.117783,Y,Y,Y
경기도,남양주시,37.665472,127.117786,Y,Y,Y
경기도,남양주시,37.667926,127.116262,Y,Y,Y
경기도,남양주시,37.667839,127.116074,Y,Y,Y
경기도,남양주시,37.667882,127.116153,Y,Y,Y
경기도,남양주시,37.667882,127.116153,Y,Y,Y
경기도,남양주시,37.667882,127.116153,Y,Y,Y
경기도,남양주시,37.667204,127.114619,Y,Y,Y
