,시도명,보조시설유무
2214,대전광역시,Z
2215,대전광역시,Z
2216,대전광역시,Z
2217,대전광역시,Z
2218,대전광역시,Z
2219,대전광역시,Z
2220,대전광역시,Z
2221,대전광역시,Z
2222,대전광역시,Z
2223,대전광역시,Z
2224,대전광역시,Z
2225,대전광역시,Z
2226,대전광역시,Z
2227,대전광역시,Z
2228,대전광역시,Z
2229,대전광역시,Z
2230,대전광역시,Z
2231,대전광역시,Z
2232,대전광역시,Z
2233,대전광역시,Z
2234,대전광역시,Z
2235,대전광역시,Z
2236,대전광역시,Z
2237,대전광역시,Z
2238,대전광역시,Z
2239,대전광역시,Z
2240,대전광역시,Z
2241,대전광역시,Z
2242,대전광역시,Z
2243,대전광역시,Z
2244,대전광역시,Z
2245,대전광역시,Z
2246,대전광역시,Z
2247,대전광역시,Z
2248,대전광역시,Z
2249,대전광역시,Z
2250,대전광역시,Z
2251,대전광역시,Z
2252,대전광역시,Z
2253,대전광역시,Z
2254,대전광역시,Z
2255,대전광역시,Z
2256,대전광역시,Z
2257,대전광역시,Z
2258,대전광역시,Z
2259,대전광역시,Z
2260,대전광역시,Z
2261,대전광역시,Z
2262,대전광역시,Z
2263,대전광역시,Z
2264,대전광역시,Z
2265,대전광역시,Z
2266,대전광역시,Z
2267,대전광역시,Z
2268,대전광역시,Z
2269,대전광역시,Z
2270,대전광역시,Z
2271,대전광역시,Z
2272,대전광역시,Z
2273,대전광역시,Z
2274,대전광역시,Z
2275,대전광역시,Z
2276,대전광역시,Z
2277,대전광역시,Z
2278,대전광역시,Z
2279,대전광역시,Z
2280,대전광역시,Z
2281,대전광역시,Z
2282,대전광역시,Z
2283,대전광역시,Z
2284,대전광역시,Z
2285,대전광역시,Z
2286,대전광역시,Z
2287,대전광역시,Z
2288,대전광역시,Z
2289,대전광역시,Z
2290,대전광역시,Z
2291,대전광역시,Z
2292,대전광역시,Z
2293,대전광역시,Z
2294,대전광역시,Z
2295,대전광역시,Z
2296,대전광역시,Z
2297,대전광역시,Z
2298,대전광역시,Z
2299,대전광역시,Z
2300,대전광역시,Z
2301,대전광역시,Z
2302,대전광역시,Z
2303,대전광역시,Z
2304,대전광역시,Z
2305,대전광역시,Z
2306,대전광역시,Z
2307,대전광역시,Z
2308,대전광역시,Z
2309,대전광역시,Z
2310,대전광역시,Z
2311,대전광역시,Z
2312,대전광역시,Z
2313,대전광역시,Z
2314,대전광역시,Z
2315,대전광역시,Z
2316,대전광역시,Z
2317,대전광역시,Z
2318,대전광역시,Z
2319,대전광역시,Z
2320,대전광역시,Z
2321,대전광역시,Z
2322,대전광역시,Z
2323,대전광역시,Z
2324,대전광역시,Z
2325,대전광역시,Z
2326,대전광역시,Z
2327,대전광역시,Z
2328,대전광역시,Z
2329,대전광역시,Z
2330,대전광역시,Z
2331,대전광역시,Z
2332,대전광역시,Z
2333,대전광역시,Z
2334,대전광역시,Z
2335,대전광역시,Z
2336,대전광역시,Z
2337,대전광역시,Z
2338,대전광역시,Z
2339,대전광역시,Z
2340,대전광역시,Z
2341,대전광역시,Z
2342,대전광역시,Z
2343,대전광역시,Z
2344,대전광역시,Z
2345,대전광역시,Z
2346,대전광역시,Z
2347,대전광역시,Z
2348,대전광역시,Z
2349,대전광역시,Z
2350,대전광역시,Z
2351,대전광역시,Z
2352,대전광역시,Z
2353,대전광역시,Z
2354,대전광역시,Z
2355,대전광역시,Z
2356,대전광역시,Z
2357,대전광역시,Z
2358,대전광역시,Z
2359,대전광역시,Z
2360,대전광역시,Z
2361,대전광역시,Z
2362,대전광역시,Z
2363,대전광역시,Z
2364,대전광역시,Z
2365,대전광역시,Z
2366,대전광역시,Z
2367,대전광역시,Z
2368,대전광역시,Z
2369,대전광역시,Z
2370,대전광역시,Z
2371,대전광역시,Z
2372,대전광역시,Z
2373,대전광역시,Z
2374,대전광역시,Z
2375,대전광역시,Z
2376,대전광역시,Z
2377,대전광역시,Z
2378,대전광역시,Z
2379,대전광역시,Z
2380,대전광역시,Z
2381,대전광역시,Z
2382,대전광역시,Z
2383,대전광역시,Z
2384,대전광역시,Z
2385,대전광역시,Z
2386,대전광역시,Z
2387,대전광역시,Z
2388,대전광역시,Z
2389,대전광역시,Z
2390,대전광역시,Z
2391,대전광역시,Z
2392,대전광역시,Z
2393,대전광역시,Z
2394,대전광역시,Z
2395,대전광역시,Z
2396,대전광역시,Z
2397,대전광역시,Z
2398,대전광역시,Z
2399,대전광역시,Z
2400,대전광역시,Z
2401,대전광역시,Z
2402,대전광역시,Z
2403,대전광역시,Z
2404,대전광역시,Z
2405,대전광역시,Z
2406,대전광역시,Z
2407,대전광역시,Z
2408,대전광역시,Z
2409,대전광역시,Z
2410,대전광역시,Z
2411,대전광역시,Z
2412,대전광역시,Z
2413,대전광역시,Z
2414,대전광역시,Z
2415,대전광역시,Z
2416,대전광역시,Z
2417,대전광역시,Z
2418,대전광역시,Z
2419,대전광역시,Z
2420,대전광역시,Z
2421,대전광역시,Z
2422,대전광역시,Z
2423,대전광역시,Z
2424,대전광역시,Z
2425,대전광역시,Z
2426,대전광역시,Z
2427,대전광역시,Z
2428,대전광역시,Z
2429,대전광역시,Z
2430,대전광역시,Z
2431,대전광역시,Z
2432,대전광역시,Z
2433,대전광역시,Z
2434,대전광역시,Z
2435,대전광역시,Z
2436,대전광역시,Z
2437,대전광역시,Z
2438,대전광역시,Z
2439,대전광역시,Z
2440,대전광역시,Z
2441,대전광역시,Z
2442,대전광역시,Z
2443,대전광역시,Z
2444,대전광역시,Z
2445,대전광역시,Z
2446,대전광역시,Z
2447,대전광역시,Z
2448,대전광역시,Z
2449,대전광역시,Z
2450,대전광역시,Z
2451,대전광역시,Z
2452,대전광역시,Z
2453,대전광역시,Z
2454,대전광역시,Z
2455,대전광역시,Z
2456,대전광역시,Z
2457,대전광역시,Z
2458,대전광역시,Z
2459,대전광역시,Z
2460,대전광역시,Z
2461,대전광역시,Z
2462,대전광역시,Z
2463,대전광역시,Z
2464,대전광역시,Z
2465,대전광역시,Z
2466,대전광역시,Z
2467,대전광역시,Z
2468,대전광역시,Z
2469,대전광역시,Z
2470,대전광역시,Z
2471,대전광역시,Z
2472,대전광역시,Z
2473,대전광역시,Z
2474,대전광역시,Z
2475,대전광역시,Z
2476,대전광역시,Z
2477,대전광역시,Z
2478,대전광역시,Z
2479,대전광역시,Z
2480,대전광역시,Z
2481,대전광역시,Z
2482,대전광역시,Z
2483,대전광역시,Z
2484,대전광역시,Z
2485,대전광역시,Z
2486,대전광역시,Z
2487,대전광역시,Z
2488,대전광역시,Z
2489,대전광역시,Z
2490,대전광역시,Z
2491,대전광역시,Z
2492,대전광역시,Z
2493,대전광역시,Z
2494,대전광역시,Z
2495,대전광역시,Z
2496,대전광역시,Z
2497,대전광역시,Z
2498,대전광역시,Z
2499,대전광역시,Z
2500,대전광역시,Z
2501,대전광역시,Z
2502,대전광역시,Z
2503,대전광역시,Z
2504,대전광역시,Z
2505,대전광역시,Z
2506,대전광역시,Z
2507,대전광역시,Z
2508,대전광역시,Z
2509,대전광역시,Z
2510,대전광역시,Z
2511,대전광역시,Z
2512,대전광역시,Z
2513,대전광역시,Z
2514,대전광역시,Z
2515,대전광역시,Z
2516,대전광역시,Z
2517,대전광역시,Z
2518,대전광역시,Z
2519,대전광역시,Z
2520,대전광역시,Z
2521,대전광역시,Z
2522,대전광역시,Z
2523,대전광역시,Z
2524,대전광역시,Z
2525,대전광역시,Z
2526,대전광역시,Z
2527,대전광역시,Z
2528,대전광역시,Z
2529,대전광역시,Z
2530,대전광역시,Z
2531,대전광역시,Z
2532,대전광역시,Z
2533,대전광역시,Z
2534,대전광역시,Z
2535,대전광역시,Z
2536,대전광역시,Z
2537,대전광역시,Z
2538,대전광역시,Z
2539,대전광역시,Z
2540,대전광역시,Z
2541,대전광역시,Z
2542,대전광역시,Z
2543,대전광역시,Z
2544,대전광역시,Z
2545,대전광역시,Z
2546,대전광역시,Z
2547,대전광역시,Z
2548,대전광역시,Z
2549,대전광역시,Z
2550,대전광역시,Z
2551,대전광역시,Z
2552,대전광역시,Z
2553,대전광역시,Z
2554,대전광역시,Z
2555,대전광역시,Z
2556,대전광역시,Z
2557,대전광역시,Z
2558,대전광역시,Z
2559,대전광역시,Z
2560,대전광역시,Z
2561,대전광역시,Z
2562,대전광역시,Z
2563,대전광역시,Z
2564,대전광역시,Z
2565,대전광역시,Z
2566,대전광역시,Z
2567,대전광역시,Z
2568,대전광역시,Z
2569,대전광역시,Z
2570,대전광역시,Z
2571,대전광역시,Z
2572,대전광역시,Z
2573,대전광역시,Z
2574,대전광역시,Z
2575,대전광역시,Z
2576,대전광역시,Z
2577,대전광역시,Z
2578,대전광역시,Z
2579,대전광역시,Z
2580,대전광역시,Z
2581,대전광역시,Z
2582,대전광역시,Z
2583,대전광역시,Z
2584,대전광역시,Z
2585,대전광역시,Z
2586,대전광역시,Z
2587,대전광역시,Z
2588,대전광역시,Z
2589,대전광역시,Z
2590,대전광역시,Z
2591,대전광역시,Z
2592,대전광역시,Z
2593,대전광역시,Z
2594,대전광역시,Z
2595,대전광역시,Z
2596,대전광역시,Z
2597,대전광역시,Z
2598,대전광역시,Z
2599,대전광역시,Z
2600,대전광역시,Z
2601,대전광역시,Z
2602,대전광역시,Z
2603,대전광역시,Z
2604,대전광역시,Z
2605,대전광역시,Z
2606,대전광역시,Z
2607,대전광역시,Z
2608,대전광역시,Z
2609,대전광역시,Z
2610,대전광역시,Z
2611,대전광역시,Z
2612,대전광역시,Z
2613,대전광역시,Z
2614,대전광역시,Z
2615,대전광역시,Z
2616,대전광역시,Z
2617,대전광역시,Z
2618,대전광역시,Z
2619,대전광역시,Z
2620,대전광역시,Z
2621,대전광역시,Z
2622,대전광역시,Z
2623,대전광역시,Z
2624,대전광역시,Z
2625,대전광역시,Z
2626,대전광역시,Z
2627,대전광역시,Z
2628,대전광역시,Z
2629,대전광역시,Z
2630,대전광역시,Z
2631,대전광역시,Z
2632,대전광역시,Z
2633,대전광역시,Z
2634,대전광역시,Z
2635,대전광역시,Z
2636,대전광역시,Z
2637,대전광역시,Z
2638,대전광역시,Z
2639,대전광역시,Z
2640,대전광역시,Z
2641,대전광역시,Z
2642,대전광역시,Z
2643,대전광역시,Z
2644,대전광역시,Z
2645,대전광역시,Z
2646,대전광역시,Z
2647,대전광역시,Z
2648,대전광역시,Z
2649,대전광역시,Z
2650,대전광역시,Z
2651,대전광역시,Z
2652,대전광역시,Z
2653,대전광역시,Z
2654,대전광역시,Z
2655,대전광역시,Z
2656,대전광역시,Z
2657,대전광역시,Z
2658,대전광역시,Z
2659,대전광역시,Z
2660,대전광역시,Z
2661,대전광역시,Z
2662,대전광역시,Z
2663,대전광역시,Z
2664,대전광역시,Z
2665,대전광역시,Z
2666,대전광역시,Z
2667,대전광역시,Z
2668,대전광역시,Z
2669,대전광역시,Z
2670,대전광역시,Z
2671,대전광역시,Z
2672,대전광역시,Z
2673,대전광역시,Z
2674,대전광역시,Z
2675,대전광역시,Z
2676,대전광역시,Z
2677,대전광역시,Z
2678,대전광역시,Z
2679,대전광역시,Z
2680,대전광역시,Z
2681,대전광역시,Z
2682,대전광역시,Z
2683,대전광역시,Z
2684,대전광역시,Z
2685,대전광역시,Z
2686,대전광역시,Z
2687,대전광역시,Z
2688,대전광역시,Z
2689,대전광역시,Z
2690,대전광역시,Z
2691,대전광역시,Z
2692,대전광역시,Z
2693,대전광역시,Z
2694,대전광역시,Z
2695,대전광역시,Z
2696,대전광역시,Z
2697,대전광역시,Z
2698,대전광역시,Z
2699,대전광역시,Z
2700,대전광역시,Z
2701,대전광역시,Z
2702,대전광역시,Z
2703,대전광역시,Z
2704,대전광역시,Z
2705,대전광역시,Z
2706,대전광역시,Z
2707,대전광역시,Z
2708,대전광역시,Z
2709,대전광역시,Z
2710,대전광역시,Z
2711,대전광역시,Z
2712,대전광역시,Z
2713,대전광역시,Z
2714,대전광역시,Z
2715,대전광역시,Z
2716,대전광역시,Z
2717,대전광역시,Z
2718,대전광역시,Z
2719,대전광역시,Z
2720,대전광역시,Z
2721,대전광역시,Z
2722,대전광역시,Z
2723,대전광역시,Z
2724,대전광역시,Z
2725,대전광역시,Z
2726,대전광역시,Z
2727,대전광역시,Z
2728,대전광역시,Z
2729,대전광역시,Z
2730,대전광역시,Z
2731,대전광역시,Z
2732,대전광역시,Z
2733,대전광역시,Z
2734,대전광역시,Z
2735,대전광역시,Z
2736,대전광역시,Z
2737,대전광역시,Z
2738,대전광역시,Z
2739,대전광역시,Z
2740,대전광역시,Z
2741,대전광역시,Z
2742,대전광역시,Z
2743,대전광역시,Z
2744,대전광역시,Z
2745,대전광역시,Z
2746,대전광역시,Z
2747,대전광역시,Z
2748,대전광역시,Z
2749,대전광역시,Z
2750,대전광역시,Z
2751,대전광역시,Z
2752,대전광역시,Z
2753,대전광역시,Z
2754,대전광역시,Z
2755,대전광역시,Z
2756,대전광역시,Z
2757,대전광역시,Z
2758,대전광역시,Z
2759,대전광역시,Z
2760,대전광역시,Z
2761,대전광역시,Z
2762,대전광역시,Z
2763,대전광역시,Z
2764,대전광역시,Z
2765,대전광역시,Z
2766,대전광역시,Z
2767,대전광역시,Z
2768,대전광역시,Z
2769,대전광역시,Z
2770,대전광역시,Z
2771,대전광역시,Z
2772,대전광역시,Z
2773,대전광역시,Z
2774,대전광역시,Z
2775,대전광역시,Z
2776,대전광역시,Z
2777,대전광역시,Z
2778,대전광역시,Z
2779,대전광역시,Z
2780,대전광역시,Z
2781,대전광역시,Z
2782,대전광역시,Z
2783,대전광역시,Z
2784,대전광역시,Z
2785,대전광역시,Z
2786,대전광역시,Z
2787,대전광역시,Z
2788,대전광역시,Z
2789,대전광역시,Z
2790,대전광역시,Z
2791,대전광역시,Z
2792,대전광역시,Z
2793,대전광역시,Z
2794,대전광역시,Z
2795,대전광역시,Z
2796,대전광역시,Z
2797,대전광역시,Z
2798,대전광역시,Z
2799,대전광역시,Z
2800,대전광역시,Z
2801,대전광역시,Z
2802,대전광역시,Z
2803,대전광역시,Z
2804,대전광역시,Z
2805,대전광역시,Z
2806,대전광역시,Z
2807,대전광역시,Z
2808,대전광역시,Z
2809,대전광역시,Z
2810,대전광역시,Z
2811,대전광역시,Z
2812,대전광역시,Z
2813,대전광역시,Z
2814,대전광역시,Z
2815,대전광역시,Z
2816,대전광역시,Z
2817,대전광역시,Z
2818,경기도,Z
2819,대전광역시,Z
2820,대전광역시,Z
2821,대전광역시,Z
2822,대전광역시,Z
2823,대전광역시,Z
2824,대전광역시,Z
2825,대전광역시,Z
2826,대전광역시,Z
2827,대전광역시,Z
2828,대전광역시,Z
2829,대전광역시,Z
2830,대전광역시,Z
2831,대전광역시,Z
2832,대전광역시,Z
2833,대전광역시,Z
2834,대전광역시,Z
2835,대전광역시,Z
2836,대전광역시,Z
2837,대전광역시,Z
2838,대전광역시,Z
2839,대전광역시,Z
2840,대전광역시,Z
2841,대전광역시,Z
2842,대전광역시,Z
2843,대전광역시,Z
2844,대전광역시,Z
2845,대전광역시,Z
2846,대전광역시,Z
2847,대전광역시,Z
2848,대전광역시,Z
2849,대전광역시,Z
2850,대전광역시,Z
2851,대전광역시,Z
2852,대전광역시,Z
2853,대전광역시,Z
2854,대전광역시,Z
2855,대전광역시,Z
2856,대전광역시,Z
2857,대전광역시,Z
2858,대전광역시,Z
2859,대전광역시,Z
2860,대전광역시,Z
2861,대전광역시,Z
2862,대전광역시,Z
2863,대전광역시,Z
2864,대전광역시,Z
2865,대전광역시,Z
2866,대전광역시,Z
2867,대전광역시,Z
2868,대전광역시,Z
2869,대전광역시,Z
2870,대전광역시,Z
2871,대전광역시,Z
2872,대전광역시,Z
2873,대전광역시,Z
2874,대전광역시,Z
2875,대전광역시,Z
2876,대전광역시,Z
2877,대전광역시,Z
2878,대전광역시,Z
2879,대전광역시,Z
2880,대전광역시,Z
2881,대전광역시,Z
2882,대전광역시,Z
2883,대전광역시,Z
2884,대전광역시,Z
2885,대전광역시,Z
2886,대전광역시,Z
2887,대전광역시,Z
2888,대전광역시,Z
2889,대전광역시,Z
2890,대전광역시,Z
2891,대전광역시,Z
2892,대전광역시,Z
2893,대전광역시,Z
2894,대전광역시,Z
2895,대전광역시,Z
2896,대전광역시,Z
2897,대전광역시,Z
2898,대전광역시,Z
2899,대전광역시,Z
2900,대전광역시,Z
2901,대전광역시,Z
2902,대전광역시,Z
2903,대전광역시,Z
2904,대전광역시,Z
2905,대전광역시,Z
2906,대전광역시,Z
2907,대전광역시,Z
2908,대전광역시,Z
2909,대전광역시,Z
2910,대전광역시,Z
2911,대전광역시,Z
2912,대전광역시,Z
2913,대전광역시,Z
2914,대전광역시,Z
2915,대전광역시,Z
2916,대전광역시,Z
2917,대전광역시,Z
2918,대전광역시,Z
2919,대전광역시,Z
2920,대전광역시,Z
2921,대전광역시,Z
2922,대전광역시,Z
2923,대전광역시,Z
2924,대전광역시,Z
2925,대전광역시,Z
2926,대전광역시,Z
2927,대전광역시,Z
2928,대전광역시,Z
2929,대전광역시,Z
2930,대전광역시,Z
2931,대전광역시,Z
2932,대전광역시,Z
2933,대전광역시,Z
2934,대전광역시,Z
2935,대전광역시,Z
2936,대전광역시,Z
2937,대전광역시,Z
2938,대전광역시,Z
2939,대전광역시,Z
2940,대전광역시,Z
2941,대전광역시,Z
2942,대전광역시,Z
2943,대전광역시,Z
2944,대전광역시,Z
2945,대전광역시,Z
2946,대전광역시,Z
2947,대전광역시,Z
2948,대전광역시,Z
2949,대전광역시,Z
2950,대전광역시,Z
2951,대전광역시,Z
2952,대전광역시,Z
2953,대전광역시,Z
2954,대전광역시,Z
2955,대전광역시,Z
2956,대전광역시,Z
2957,대전광역시,Z
2958,대전광역시,Z
2959,대전광역시,Z
2960,대전광역시,Z
2961,대전광역시,Z
2962,대전광역시,Z
2963,대전광역시,Z
2964,대전광역시,Z
2965,대전광역시,Z
2966,대전광역시,Z
2967,대전광역시,Z
2968,대전광역시,Z
2969,대전광역시,Z
2970,대전광역시,Z
2971,대전광역시,Z
2972,대전광역시,Z
2973,대전광역시,Z
2974,대전광역시,Z
2975,대전광역시,Z
2976,대전광역시,Z
2977,대전광역시,Z
2978,대전광역시,Z
2979,대전광역시,Z
2980,대전광역시,Z
2981,대전광역시,Z
2982,대전광역시,Z
2983,대전광역시,Z
2984,대전광역시,Z
2985,대전광역시,Z
2986,대전광역시,Z
2987,대전광역시,Z
2988,대전광역시,Z
2989,대전광역시,Z
2990,대전광역시,Z
2991,대전광역시,Z
2992,대전광역시,Z
2993,대전광역시,Z
2994,대전광역시,Z
2995,대전광역시,Z
2996,대전광역시,Z
2997,대전광역시,Z
2998,대전광역시,Z
2999,대전광역시,Z
3000,대전광역시,Z
3001,대전광역시,Z
3002,대전광역시,Z
3003,대전광역시,Z
3004,대전광역시,Z
3005,대전광역시,Z
3006,대전광역시,Z
3007,대전광역시,Z
3008,대전광역시,Z
3009,대전광역시,Z
3010,대전광역시,Z
3011,대전광역시,Z
3012,대전광역시,Z
3013,대전광역시,Z
3014,대전광역시,Z
3015,대전광역시,Z
3016,대전광역시,Z
3017,대전광역시,Z
3018,대전광역시,Z
3019,대전광역시,Z
3020,대전광역시,Z
3021,대전광역시,Z
3022,대전광역시,Z
3023,대전광역시,Z
3024,대전광역시,Z
3025,대전광역시,Z
3026,대전광역시,Z
3027,대전광역시,Z
3028,대전광역시,Z
3029,대전광역시,Z
3030,대전광역시,Z
3031,대전광역시,Z
3032,대전광역시,Z
3033,대전광역시,Z
3034,대전광역시,Z
3035,대전광역시,Z
3036,대전광역시,Z
3037,대전광역시,Z
3038,대전광역시,Z
3039,대전광역시,Z
3040,대전광역시,Z
3041,대전광역시,Z
3042,대전광역시,Z
3043,대전광역시,Z
3044,대전광역시,Z
3045,대전광역시,Z
3046,대전광역시,Z
3047,대전광역시,Z
3048,대전광역시,Z
3049,대전광역시,Z
3050,대전광역시,Z
3051,대전광역시,Z
3052,대전광역시,Z
3053,대전광역시,Z
3054,대전광역시,Z
3055,대전광역시,Z
3056,대전광역시,Z
3057,대전광역시,Z
3058,대전광역시,Z
3059,대전광역시,Z
3060,대전광역시,Z
3061,대전광역시,Z
3062,대전광역시,Z
3063,대전광역시,Z
3064,대전광역시,Z
3065,대전광역시,Z
3066,대전광역시,Z
3067,대전광역시,Z
3068,대전광역시,Z
3069,대전광역시,Z
3070,대전광역시,Z
3071,대전광역시,Z
3072,대전광역시,Z
3073,대전광역시,Z
3074,대전광역시,Z
3075,대전광역시,Z
3076,대전광역시,Z
3077,대전광역시,Z
3078,경기도,V
3079,경기도,V
3080,경기도,V
3081,대전광역시,Z
3082,대전광역시,Z
3083,대전광역시,Z
3084,대전광역시,Z
3085,대전광역시,Z
3086,대전광역시,Z
3087,대전광역시,Z
3088,대전광역시,Z
3089,대전광역시,Z
3090,대전광역시,Z
3091,대전광역시,Z
3092,대전광역시,Z
3093,대전광역시,Z
3094,대전광역시,Z
3095,대전광역시,Z
3096,대전광역시,Z
3097,대전광역시,Z
3098,대전광역시,Z
3099,대전광역시,Z
3100,대전광역시,Z
3101,대전광역시,Z
3102,대전광역시,Z
3103,대전광역시,Z
3104,대전광역시,Z
3105,대전광역시,Z
3106,대전광역시,Z
3107,대전광역시,Z
3108,대전광역시,Z
3109,대전광역시,Z
3110,대전광역시,Z
3111,대전광역시,Z
3112,대전광역시,Z
3113,대전광역시,Z
3114,대전광역시,Z
3115,대전광역시,Z
3116,대전광역시,Z
3117,대전광역시,Z
3118,대전광역시,Z
3119,대전광역시,Z
3120,대전광역시,Z
3121,대전광역시,Z
3122,대전광역시,Z
3123,대전광역시,Z
3124,대전광역시,Z
3125,대전광역시,Z
3126,대전광역시,Z
3127,대전광역시,Z
3128,대전광역시,Z
3129,대전광역시,Z
3130,대전광역시,Z
3131,대전광역시,Z
3132,대전광역시,Z
3133,대전광역시,Z
3134,대전광역시,Z
3135,대전광역시,Z
3136,대전광역시,Z
3137,대전광역시,Z
3138,대전광역시,Z
3139,대전광역시,Z
3140,대전광역시,Z
3141,대전광역시,Z
3142,대전광역시,Z
3143,대전광역시,Z
3144,대전광역시,Z
3145,대전광역시,Z
3146,대전광역시,Z
3147,대전광역시,Z
3148,대전광역시,Z
3149,대전광역시,Z
3150,대전광역시,Z
3151,대전광역시,Z
3152,대전광역시,Z
3153,대전광역시,Z
3154,대전광역시,Z
3155,대전광역시,Z
3156,대전광역시,Z
3157,대전광역시,Z
3158,대전광역시,Z
3159,대전광역시,Z
3160,대전광역시,Z
3161,대전광역시,Z
3162,대전광역시,Z
3163,대전광역시,Z
3164,대전광역시,Z
3165,대전광역시,Z
3166,대전광역시,Z
3167,대전광역시,Z
3168,대전광역시,Z
3169,대전광역시,Z
3170,대전광역시,Z
3171,대전광역시,Z
3172,대전광역시,Z
3173,대전광역시,Z
3174,대전광역시,Z
3175,대전광역시,Z
3176,대전광역시,Z
3177,대전광역시,Z
3178,대전광역시,Z
3179,대전광역시,Z
3180,대전광역시,Z
3181,대전광역시,Z
3182,대전광역시,Z
3183,대전광역시,Z
3184,대전광역시,Z
3185,대전광역시,Z
3186,대전광역시,Z
3187,대전광역시,Z
3188,대전광역시,Z
3189,대전광역시,Z
3190,대전광역시,Z
3191,대전광역시,Z
3192,대전광역시,Z
3193,대전광역시,Z
3194,대전광역시,Z
3195,대전광역시,Z
3196,대전광역시,Z
3197,대전광역시,Z
3198,대전광역시,Z
3199,대전광역시,Z
3200,대전광역시,Z
3201,대전광역시,Z
3202,대전광역시,Z
3203,대전광역시,Z
3204,대전광역시,Z
3205,대전광역시,Z
3206,대전광역시,Z
3207,대전광역시,Z
3208,대전광역시,Z
3209,대전광역시,Z
3210,대전광역시,Z
3211,대전광역시,Z
3212,대전광역시,Z
3213,대전광역시,Z
3214,대전광역시,Z
3215,대전광역시,Z
3216,대전광역시,Z
3217,대전광역시,Z
3218,대전광역시,Z
3219,대전광역시,Z
3220,대전광역시,Z
3221,대전광역시,Z
3222,대전광역시,Z
3223,대전광역시,Z
3224,대전광역시,Z
3225,대전광역시,Z
3226,대전광역시,Z
3227,대전광역시,Z
3228,대전광역시,Z
3229,대전광역시,Z
3230,대전광역시,Z
3231,대전광역시,Z
3232,대전광역시,Z
3233,대전광역시,Z
3234,대전광역시,Z
3235,대전광역시,Z
3236,대전광역시,Z
3237,대전광역시,Z
3238,대전광역시,Z
3239,대전광역시,Z
3240,대전광역시,Z
3241,대전광역시,Z
3242,대전광역시,Z
3243,대전광역시,Z
3244,대전광역시,Z
3245,대전광역시,Z
3246,대전광역시,Z
3247,대전광역시,Z
3248,대전광역시,Z
3249,대전광역시,Z
3250,대전광역시,Z
3251,대전광역시,Z
3252,대전광역시,Z
3253,대전광역시,Z
3254,대전광역시,Z
3255,대전광역시,Z
3256,대전광역시,Z
3257,대전광역시,Z
3258,대전광역시,Z
3259,대전광역시,Z
3260,대전광역시,Z
3261,대전광역시,Z
3262,대전광역시,Z
3263,대전광역시,Z
3264,대전광역시,Z
3265,대전광역시,Z
3266,대전광역시,Z
3267,대전광역시,Z
3268,대전광역시,Z
3269,대전광역시,Z
3270,대전광역시,Z
3271,대전광역시,Z
3272,대전광역시,Z
3273,대전광역시,Z
3274,대전광역시,Z
3275,대전광역시,Z
3276,대전광역시,Z
3277,대전광역시,Z
3278,대전광역시,Z
3279,대전광역시,Z
3280,대전광역시,Z
3281,대전광역시,Z
3282,대전광역시,Z
3283,대전광역시,Z
3284,대전광역시,Z
3285,대전광역시,Z
3286,대전광역시,Z
3287,대전광역시,Z
3288,대전광역시,Z
3289,대전광역시,Z
3290,대전광역시,Z
3291,대전광역시,Z
3292,대전광역시,Z
3293,대전광역시,Z
3294,대전광역시,Z
3295,대전광역시,Z
3296,대전광역시,Z
3297,대전광역시,Z
3298,대전광역시,Z
3299,대전광역시,Z
3300,대전광역시,Z
3301,대전광역시,Z
3302,대전광역시,Z
3303,대전광역시,Z
3304,대전광역시,Z
3305,대전광역시,Z
3306,대전광역시,Z
3307,대전광역시,Z
3308,대전광역시,Z
3309,대전광역시,Z
3310,대전광역시,Z
3311,대전광역시,Z
3312,대전광역시,Z
3313,대전광역시,Z
3314,대전광역시,Z
3315,대전광역시,Z
3316,대전광역시,Z
3317,대전광역시,Z
3318,대전광역시,Z
3319,대전광역시,Z
3320,대전광역시,Z
3321,대전광역시,Z
3322,대전광역시,Z
3323,대전광역시,Z
3324,대전광역시,Z
3325,대전광역시,Z
3326,대전광역시,Z
3327,대전광역시,Z
3328,대전광역시,Z
3329,대전광역시,Z
3330,대전광역시,Z
3331,대전광역시,Z
3332,대전광역시,Z
3333,대전광역시,Z
3334,대전광역시,Z
3335,대전광역시,Z
3336,대전광역시,Z
3337,대전광역시,Z
3338,대전광역시,Z
3339,대전광역시,Z
3340,대전광역시,Z
3341,대전광역시,Z
3342,대전광역시,Z
3343,대전광역시,Z
3344,대전광역시,Z
3345,대전광역시,Z
3346,대전광역시,Z
3347,대전광역시,Z
3348,대전광역시,Z
3349,대전광역시,Z
3350,대전광역시,Z
3351,대전광역시,Z
3352,대전광역시,Z
3353,대전광역시,Z
3354,대전광역시,Z
3355,대전광역시,Z
3356,대전광역시,Z
3357,대전광역시,Z
3358,대전광역시,Z
3359,대전광역시,Z
3360,대전광역시,Z
3361,대전광역시,Z
3362,대전광역시,Z
3363,대전광역시,Z
3364,대전광역시,Z
3365,대전광역시,Z
3366,대전광역시,Z
3367,대전광역시,Z
3368,대전광역시,Z
3369,대전광역시,Z
3370,대전광역시,Z
3371,대전광역시,Z
3372,대전광역시,Z
3373,대전광역시,Z
3374,대전광역시,Z
3375,대전광역시,Z
3376,대전광역시,Z
3377,대전광역시,Z
3378,대전광역시,Z
3379,대전광역시,Z
