,시도,시군구,육교명,엘리베이터,경사로,점자블럭,리프트,턱,핸드레일,위도,경도,보조시설유무
875,대전광역시,유성구,도안신도시트리풀시티9단지아파트육교,N,Y,N,N,N,N,36.3415006,127.3354459,B
876,대전광역시,유성구,원신흥들육교,Y,N,N,N,N,N,36.34033103,127.3502183,A
877,대전광역시,유성구,대전월드컵경기장육교,N,Y,N,N,N,N,36.36460951,127.3236266,B
878,제주특별자치도,서귀포시,영어교육도시 육교,Y,N,N,N,N,N,33.28997179,126.2872649,A
879,부산광역시,동구,두산위브포세이돈 앞 육교,N,N,N,N,N,N,35.13623118,129.0634594,Z
880,부산광역시,동구,좌천구름다리,Y,N,N,N,N,N,35.13305555,129.0553872,A
881,부산광역시,동구,부산진 과선인도교,N,N,N,N,N,N,35.136112,129.0574659,Z
882,부산광역시,부산진구,범곡교차로 옆 육교,N,N,N,N,N,N,35.14375608,129.0575102,Z
883,충청북도,제천시,제천역 선상보도육교,Y,N,N,N,N,N,37.12887867,128.2042885,A
884,충청남도,청양군,정산육교,N,N,N,N,N,N,36.4130575,126.9459473,Z
885,경기도,하남시,덕풍북로 보도육교,Y,Y,N,N,N,N,37.5543847,127.2013921,TW
886,경기도,하남시,덕풍로 보도육교(1),Y,Y,N,N,N,N,37.552943,127.2037608,TW
887,경기도,하남시,덕풍서로 보도육교,Y,Y,N,N,N,N,37.552943,127.2037608,TW
888,경기도,하남시,덕풍동로 보도육교,Y,Y,N,N,N,N,37.5511015,127.2096552,TW
889,경기도,하남시,덕풍로 보도육교(2),Y,Y,N,N,N,N,37.5511015,127.2096552,TW
890,경기도,하남시,덕풍남로 보도육교,Y,Y,N,N,N,N,37.54855826,127.209193,TW
891,경기도,하남시,조정대로 보도육교(1),Y,N,N,N,N,N,37.5535257,127.1946694,A
892,인천광역시,연수구,선학육교,N,N,N,N,N,N,37.431824,126.698702,Z
893,인천광역시,연수구,청학육교,Y,N,N,N,N,N,37.426685,126.665402,A
894,인천광역시,연수구,함박육교,N,Y,N,N,N,N,37.424568,126.678174,B
895,인천광역시,연수구,축현초교육교,Y,N,N,N,N,N,37.422744,126.653523,A
896,인천광역시,연수구,동막육교,Y,N,N,N,N,N,37.395571,126.662275,A
897,경기도,하남시,미사대로 보도육교(1),Y,Y,N,N,N,N,37.55362591,127.2132296,TW
898,경기도,하남시,미사강변대로 보도육교(1),Y,Y,N,N,N,N,37.57493919,127.1845149,TW
899,경기도,하남시,아리수로 보도육교,Y,Y,N,N,N,N,37.56570022,127.1939062,TW
900,경기도,하남시,미사강변대로 보도육교(2),Y,Y,N,N,N,N,37.56174338,127.1848254,TW
901,경기도,하남시,미사강변남로 보도육교,Y,Y,N,N,N,N,37.56191732,127.1996215,TW
902,경기도,하남시,조정대로 보도육교(2),Y,Y,N,N,N,N,37.55333648,127.190478,TW
903,경기도,하남시,조정대로 보도육교(3),Y,Y,N,N,N,N,37.55857099,127.1996957,TW
904,경기도,하남시,미사대로 보도육교(2),Y,Y,N,N,N,N,37.57865524,127.1935241,TW
905,경기도,하남시,위례대로 보도육교,Y,N,N,N,N,N,37.4772169,127.1483118,A
906,경기도,하남시,위례중앙로 보도육교,N,N,N,N,N,N,37.47538906,127.1441283,Z
907,경기도,하남시,하남위례교,N,N,N,N,N,N,37.5343761,127.1898908,Z
908,경기도,용인시,신촌초교 앞 보도육교,Y,N,N,N,N,N,37.32310191,127.1137964,A
909,경기도,용인시,꽃메보도육교,N,Y,N,N,N,N,37.32434791,127.1185155,B
910,경기도,용인시,죽전역 보도육교,Y,N,Y,N,N,N,37.32600723,127.1072693,TW
911,경기도,용인시,신촌초교 옆 보도육교,N,Y,N,N,N,N,37.32212531,127.1154885,B
912,경기도,용인시,상현 제1보도육교,N,N,N,N,N,N,37.30679118,127.0802501,Z
913,경기도,용인시,풍덕천 제4보도육교,Y,N,N,N,N,N,37.31549502,127.0873365,A
914,경기도,용인시,풍덕천 제5보도육교,Y,N,N,N,N,N,37.32703851,127.1024981,A
915,경기도,용인시,신봉 보도육교,Y,N,N,N,N,N,37.32265084,127.0776376,A
916,경기도,용인시,풍덕천 제1보도육교,Y,N,N,N,N,N,37.32395034,127.0879623,A
917,경기도,용인시,풍덕천 제2보도육교,N,Y,N,N,N,N,37.32054175,127.0916927,B
918,경기도,용인시,풍덕천 제3보도육교,N,Y,N,N,N,N,37.32245344,127.0896304,B
919,경기도,용인시,풍덕천 제6보도육교,N,Y,N,N,N,N,37.31807479,127.0878529,B
920,경기도,용인시,풍덕천교 앞 보도육교,N,Y,N,N,N,N,37.31792626,127.0949951,B
921,경기도,용인시,풍덕초교 앞 보도육교,Y,N,N,N,N,N,37.33136752,127.0974713,A
922,전라북도,전주시,오목교,N,N,N,N,N,N,35.8145034,127.155221,Z
923,전라북도,전주시,삼천,N,N,N,N,N,N,35.7937111,127.124698,Z
924,전라북도,전주시,우정신세계,N,N,N,N,N,N,35.8417412,127.167304,Z
925,전라북도,전주시,호남제일문,N,N,N,N,N,N,35.8697297,127.070288,Z
926,전라북도,전주시,북일초교앞,N,N,N,N,N,N,35.8398193,127.155435,Z
927,전라북도,전주시,하가지구,Y,N,N,N,N,N,35.8416623,127.110134,A
928,전라북도,전주시,장재육교,Y,N,N,N,N,N,35.8514837,127.160705,A
929,전라북도,전주시,중리하늘다리,Y,N,N,N,N,N,35.8356504,127.058715,A
930,대전광역시,서구,서부초보도육교,N,Y,N,N,N,N,36.33434825,127.3690867,B
931,대전광역시,서구,내동초교보도육교,N,Y,N,N,N,N,36.329868,127.379037,B
932,대전광역시,서구,신선보도육교,N,Y,N,N,N,N,36.298887,127.332167,B
933,대전광역시,대덕구,제조창건널목보도육교,N,Y,N,N,N,N,36.4322074,127.4240965,B
934,대전광역시,중구,충남여고앞 보도육교,N,Y,N,N,N,N,36.33090103,127.4095354,B
935,대전광역시,중구,오류동 보도육교,N,Y,N,N,N,N,36.32436161,127.402599,B
936,대전광역시,중구,산성동 보도육교,N,Y,N,N,N,N,36.30774978,127.3917075,B
937,대전광역시,중구,문화동 보도육교,N,Y,N,N,N,N,36.30944727,127.3971942,B
938,대전광역시,중구,버드내마을 아파트 앞 보도육교,Y,Y,N,N,N,N,36.31600744,127.3881365,TW
939,대전광역시,중구,안영동 보도육교,Y,Y,N,N,N,N,36.28235126,127.375866,TW
940,대전광역시,서구,다모아보도육교,N,Y,N,N,N,N,36.36335844,127.3666193,B
941,대전광역시,서구,갑천1보도육교,N,Y,N,N,N,N,36.35824764,127.359674,B
942,대전광역시,서구,갑천2보도육교,N,Y,N,N,N,N,36.35906688,127.360977,B
943,대전광역시,서구,누리보도육교,N,Y,N,N,N,N,36.35759171,127.3686938,B
944,대전광역시,서구,수정보도육교,N,Y,N,N,N,N,36.35756289,127.3968186,B
945,대전광역시,서구,한밭보도육교,N,Y,N,N,N,N,36.3581017,127.4007473,B
946,대전광역시,서구,갈마보도육교,N,N,N,N,N,N,36.34498915,127.379554,Z
947,대전광역시,서구,만년보도육교,N,Y,N,N,N,N,36.36833327,127.3795415,B
948,대전광역시,서구,서부초보도육교,N,Y,N,N,N,N,36.33425653,127.3696046,B
949,대전광역시,서구,내동초교보도육교,N,N,N,N,N,N,36.32987186,127.3790006,Z
950,대전광역시,서구,신선보도육교,N,Y,N,N,N,N,36.29882985,127.3320708,B
951,대전광역시,서구,구봉보도육교,N,Y,N,N,N,N,36.29647742,127.3310922,B
952,대전광역시,서구,가수원역보도육교,N,N,N,N,N,N,36.29914563,127.3566162,Z
953,대전광역시,서구,대신고보도육교,N,N,N,N,N,N,36.31100582,127.3799291,Z
954,대전광역시,서구,관저보도육교,N,Y,N,N,N,N,36.30280444,127.3433304,B
955,대전광역시,서구,월평초교보도육교,N,Y,N,N,N,N,36.35622649,127.3573091,B
956,대전광역시,서구,느리울보도육교,N,Y,N,N,N,N,36.29711942,127.3435547,B
957,경기도,안산시,용신보도육교,Y,N,N,N,N,N,37.30213565,126.8550899,A
958,경기도,안산시,반월보도육교,N,Y,N,N,N,N,37.30155772,126.9030505,B
959,경기도,안산시,수암1보도육교,N,Y,N,N,N,N,37.36191522,126.8760548,B
960,경기도,안산시,사사보도육교,N,Y,N,N,N,N,37.29684244,126.9308201,B
961,경기도,안산시,건건보도육교,Y,N,N,N,N,N,37.30323933,126.9028497,A
962,경기도,안산시,나들이길보도육교,N,Y,N,N,N,N,37.3204859,126.8572105,B
963,경기도,안산시,호수1보도육교,N,Y,N,N,N,N,37.30210932,126.8300775,B
964,경기도,안산시,호수2보도육교,N,Y,N,N,N,N,37.30210932,126.8300775,B
965,경기도,안산시,박우물보도육교,N,Y,N,N,N,N,37.31003975,126.8451577,B
966,경기도,안산시,사리보도육교,Y,Y,N,N,N,N,37.29492328,126.8257941,TW
967,경기도,안산시,마로니에보도육교,N,N,N,N,N,N,37.3036749,126.8371456,Z
968,경기도,안산시,호반1보도육교,N,N,N,N,N,N,37.30450333,126.8213619,Z
969,경기도,안산시,성포보도육교,Y,N,N,N,N,N,37.32700744,126.8507556,A
970,경기도,안산시,한대앞역보도육교,Y,N,N,N,N,N,37.31038189,126.8533807,A
971,경기도,안산시,조구나리보도육교,N,N,N,N,N,N,37.31095135,126.8438075,Z
972,경기도,안산시,부곡나래보도육교,Y,N,N,N,N,N,37.33020555,126.8590429,A
973,경기도,안산시,호반2보도육교,N,N,N,N,N,N,37.30264932,126.8184887,Z
974,경기도,안산시,도리섬보도육교,N,N,N,N,N,N,37.31171972,126.819758,Z
975,경기도,안산시,화정천보도육교,N,N,N,N,N,N,37.31842711,126.8231073,Z
976,경기도,안산시,신길보도육교,Y,N,N,N,N,N,37.33117947,126.7850035,A
977,경기도,안산시,안산역앞보도육교,Y,N,N,N,N,N,37.328931,126.7885232,A
978,서울특별시,서초구,반포보도육교,N,N,N,N,N,N,37.5018963,126.9911907,Z
979,서울특별시,서초구,잠원초등학교 앞 보도육교,N,N,N,N,N,N,37.4994867,126.9954663,Z
980,서울특별시,서초구,서래보도육교,N,N,N,N,N,N,37.4963571,126.9876122,Z
981,서울특별시,서초구,염곡마을 앞 보도육교,N,Y,N,N,N,N,37.4618884,127.0472377,B
982,대전광역시,서구,가람보도육교,N,Y,N,N,N,N,36.32424242,127.4023264,B
983,대전광역시,서구,갈마보도육교,N,Y,N,N,N,N,36.34493366,127.3795299,B
984,대전광역시,서구,만년보도육교,N,Y,N,N,N,N,36.36836837,127.3796297,B
985,대전광역시,서구,큰마을보도육교,Y,Y,N,N,N,N,36.34494939,127.3795425,TW
986,인천광역시,중구,미단시티육교,Y,Y,N,N,N,N,37.52658683,126.5141918,TW
987,인천광역시,중구,축항로,N,Y,N,N,N,N,37.44791945,126.6247446,B
988,인천광역시,중구,연안,N,N,N,N,N,N,37.44845613,126.6200767,Z
989,인천광역시,중구,인천항,N,N,N,N,N,N,37.45501108,126.628904,Z
990,충청북도,진천군,교연1육교,Y,N,Y,N,N,N,36.900171,127.540431,TW
991,충청북도,진천군,교연2육교,Y,N,Y,N,N,N,36.895871,127.528121,TW
992,충청북도,진천군,연미육교,Y,N,Y,N,N,N,36.907341,127.531761,TW
993,서울특별시,송파구,방이1 보행자전용교량,N,Y,Y,N,N,N,37.504812,127.123672,TW
994,서울특별시,송파구,방이2 보행자전용교량,N,Y,Y,N,N,N,37.504812,127.123672,TW
995,광주광역시,북구,청소년수련관앞육교,N,N,N,N,N,N,35.18389596,126.9188728,Z
996,광주광역시,북구,문흥보도육교,N,N,N,N,N,N,35.18438555,126.92412,Z
997,광주광역시,북구,서산육교,N,N,N,N,N,N,35.189162,126.9043657,Z
998,광주광역시,북구,고려중앞육교,N,N,N,N,N,N,35.19290598,126.8989548,Z
999,광주광역시,북구,삼각초교앞육교,N,N,N,N,N,N,35.19926475,126.8994863,Z
1000,광주광역시,북구,용봉천육교,N,N,N,N,N,N,35.18088055,126.8979977,Z
1001,광주광역시,북구,운암철도횡단육교,N,N,N,N,N,N,35.17245078,126.880886,Z
1002,광주광역시,북구,동운고가철도횡단육교,N,N,N,N,N,N,35.17217128,126.884966,Z
1003,광주광역시,북구,운암육교,N,N,N,N,N,N,35.174176,126.8823215,Z
1004,광주광역시,북구,문예회관앞육교,N,N,N,N,N,N,35.175993,126.8806529,Z
1005,광주광역시,북구,용봉육교,N,N,N,N,N,N,35.16857266,126.9001046,Z
1006,광주광역시,북구,동강육교,N,N,N,N,N,N,35.169549,126.9204413,Z
1007,충청남도,당진시,어원육교,N,N,N,N,N,N,36.89522204,126.6372983,Z
1008,충청남도,당진시,지석육교,N,N,N,N,N,N,36.8907092,126.6153545,Z
1009,충청남도,당진시,탑동육교,N,N,N,N,N,N,36.89736111,126.6231851,Z
1010,충청남도,당진시,복운육교,N,N,N,N,N,N,36.94429653,126.7837215,Z
1011,충청남도,논산시,논산역 인도육교,N,N,N,N,N,N,36.206436,127.092944,Z
1012,충청남도,논산시,놀뫼대로 보도육교,N,N,N,N,N,N,36.1969545,127.083561,Z
1013,충청남도,논산시,득안대로 보도육교,N,N,N,N,N,N,36.191898,127.088012,Z
1014,경기도,군포시,산본역 보도육교,N,Y,Y,N,N,N,37.35831991,126.9322914,TW
1015,경기도,군포시,둔전초교 보도육교,N,Y,N,N,N,N,37.36024437,126.9225259,B
1016,경기도,군포시,산본 보도육교,N,N,N,N,N,N,37.37465152,126.9381451,Z
1017,광주광역시,북구,동림초교앞육교,N,N,N,N,N,N,35.18702965,126.8666034,Z
1018,광주광역시,북구,연제보도교,N,Y,Y,N,N,N,35.20650003,126.8619175,TW
1019,광주광역시,북구,양산제2육교,N,N,N,N,N,N,35.19539509,126.8765241,Z
1020,광주광역시,북구,월산제1육교,N,Y,N,N,N,N,35.21336877,126.9503364,B
1021,광주광역시,북구,월산제2육교,N,Y,N,N,N,N,35.20986272,126.9521392,B
1022,강원도,삼척시,정라육교,N,N,N,N,N,N,37.44080807,129.1786021,Z
1023,강원도,삼척시,정상육교,N,N,N,N,N,N,37.44825655,129.1779846,Z
1024,강원도,삼척시,종합운동장교,N,N,N,N,N,N,37.45465518,129.1724399,Z
1025,인천광역시,부평구,부평역보도육교,N,N,N,N,N,N,37.48956767,126.7233506,Z
1026,인천광역시,부평구,서초보도육교,N,N,N,N,N,N,37.48804347,126.7421652,Z
1027,인천광역시,부평구,신촌보도육교,N,Y,N,N,N,N,37.48589709,126.7075753,B
1028,인천광역시,부평구,구산동보도육교,N,Y,N,N,N,N,37.48061162,126.7528825,B
1029,인천광역시,부평구,행복육교,Y,N,N,N,N,N,37.48771459,126.7140859,A
1030,인천광역시,부평구,구산초교육교,N,Y,N,N,N,N,37.50659343,126.7396592,B
1031,인천광역시,부평구,굴포초교욱교,N,Y,N,N,N,N,37.51166541,126.7373257,B
1032,인천광역시,부평구,진산초교육교,N,N,N,N,N,N,37.51213891,126.7405985,Z
1033,서울특별시,용산구,한강초교앞보도육교,Y,N,N,N,N,N,37.5254668,126.964704,A
1034,서울특별시,용산구,한남초교앞보도육교,Y,N,N,N,N,N,37.5392032,127.0055986,A
1035,서울특별시,용산구,한남오거리앞보도육교,N,N,N,N,N,N,37.53556311,127.0065487,Z
1036,서울특별시,용산구,이촌고가차도,Y,N,N,N,N,N,37.52448791,126.9579667,A
1037,경기도,시흥시,신천육교,N,Y,N,N,N,N,37.441681,126.781783,B
1038,경기도,시흥시,은행대한주유소 앞 육교,N,Y,N,N,N,N,37.438848,126.792077,B
1039,경기도,시흥시,대흥중학교 육교,N,N,N,N,N,N,37.446863,126.784962,Z
1040,경기도,시흥시,신천배수지 육교,N,N,N,N,N,N,37.44478255,126.7809964,Z
1041,경기도,시흥시,보행1육교,N,Y,N,N,N,N,37.354206,126.724486,B
1042,경기도,시흥시,보행2육교,N,Y,N,N,N,N,37.348023,126.734518,B
1043,경기도,시흥시,보행3육교,N,Y,N,N,N,N,37.346008,126.737776,B
1044,경기도,시흥시,보행4육교,N,Y,N,N,N,N,37.338694,126.749563,B
1045,경기도,시흥시,정왕2육교,N,Y,N,N,N,N,37.350964,126.729704,B
1046,경기도,시흥시,검도수련관 앞 육교,N,Y,N,N,N,N,37.367196,126.736695,B
1047,경기도,시흥시,능곡초등학교 앞 육교,N,Y,N,N,N,N,37.36525252,126.8114476,B
1048,경기도,시흥시,노인복지회관 앞 육교,N,Y,N,N,N,N,37.368353,126.812732,B
1049,인천광역시,부평구,여울보도육교,N,Y,N,N,N,N,37.51333362,126.7410016,B
1050,인천광역시,부평구,삼산1보도육교,Y,Y,N,N,N,N,37.51819546,126.7497965,TW
1051,인천광역시,부평구,삼산2보도육교,Y,Y,N,N,N,N,37.51655745,126.7485267,TW
1052,경기도,안산시,광덕보도육교,N,N,N,N,N,N,37.3303338,126.8437189,Z
1053,경기도,안산시,부곡보도육교,N,N,N,N,N,N,37.32864894,126.858676,Z
1054,경기도,안산시,수암보도육교,N,N,N,N,N,N,37.35843738,126.8747192,Z
1055,경기도,안산시,월피보도육교,N,N,N,N,N,N,37.33246108,126.8458123,Z
1056,경기도,안산시,본오보도육교,N,Y,N,N,N,N,37.28126921,126.8507063,B
1057,경기도,안산시,항가울산보도육교,N,N,N,N,N,N,37.28973895,126.8448053,Z
1058,대전광역시,대덕구,남경마을보도육교,N,Y,N,N,N,N,36.44412663,127.4294252,B
1059,전라남도,순천시,여상육교,N,N,N,N,N,N,34.92648591,127.4909029,Z
1060,전라남도,순천시,이수육교,N,N,N,N,N,N,34.94907198,127.5046138,Z
1061,전라남도,순천시,조례육교2,N,N,N,N,N,N,34.95512365,127.5229825,Z
1062,전라남도,순천시,남산육교,N,N,N,N,N,N,34.93987933,127.4949122,Z
1063,서울특별시,용산구,용산가족공원보도육교,Y,N,N,N,N,N,37.52470233,126.9777412,A
1064,서울특별시,용산구,크라운호텔앞보도육교,N,N,N,N,N,N,37.53072639,126.9911211,Z
1065,서울특별시,용산구,한강중학교앞보도육교,Y,N,N,N,N,N,37.51974875,126.9938825,A
1066,서울특별시,서초구,탑성마을 앞 보도육교,Y,N,N,N,N,N,37.4586838,127.0558256,A
1067,서울특별시,서초구,안골마을 앞 보도육교,N,N,N,N,N,N,37.4547182,127.0612953,Z
1068,서울특별시,서초구,방일초교 앞 보도육교,N,N,N,N,N,N,37.4849418,126.9927877,Z
1069,서울특별시,서초구,내곡 보도육교,N,N,N,N,N,N,37.455485,127.0688514,Z
1070,서울특별시,서초구,논현 보도육교,N,N,N,N,N,N,37.4737336,127.0460069,Z
1071,서울특별시,서초구,센트럴씨티 보도육교,N,Y,N,N,N,N,37.5044295,127.0055714,B
1072,서울특별시,서초구,아쿠아아트 보도육교,N,Y,N,N,N,N,37.4820206,127.0139997,B
1073,서울특별시,서초구,누에다리 보도육교,N,N,N,N,N,N,37.49574323,127.0026098,Z
1074,서울특별시,서초구,서리풀다리 보도육교,N,N,N,N,N,N,37.4941416,127.0009568,Z
1075,서울특별시,서초구,우면1구름다리 보도육교,Y,N,N,N,N,N,37.46471047,127.0237693,A
1076,서울특별시,서초구,우면2구름다리 보도육교,N,N,N,N,N,N,37.4624313,127.0239044,Z
1077,서울특별시,서초구,서초보금자리 앞 보도육교,Y,N,N,N,N,N,37.4596342,127.0224342,A
1078,대전광역시,유성구,죽동보도육교,Y,N,N,N,N,N,36.36662429,127.3317279,A
1079,대전광역시,유성구,월드컵보도육교,Y,N,N,N,N,N,36.36680701,127.3231748,A
1080,대전광역시,대덕구,화정초교앞 도육교,Y,N,N,N,N,N,36.35836935,127.4125148,A
1081,대전광역시,대덕구,오정동보도육교,N,Y,N,N,N,N,36.35379197,127.415256,B
1082,대전광역시,대덕구,읍내동보도육교,Y,N,N,N,N,N,36.37734528,127.4271044,A
1083,대전광역시,대덕구,와동보도육교,Y,N,N,N,N,N,36.39693423,127.422872,A
1084,대전광역시,대덕구,신탄진역보도육교,N,N,N,N,N,N,36.44934052,127.4281987,Z
1085,전라남도,순천시,금당육교,N,N,N,N,N,N,34.9516896,127.5225184,Z
1086,전라남도,순천시,풍전육교,N,N,N,N,N,N,34.957017,127.528195,Z
1087,전라남도,순천시,강변육교,N,N,N,N,N,N,34.93074832,127.511607,Z
1088,전라남도,순천시,송촌육교,N,N,N,N,N,N,34.95911984,127.5318195,Z
1089,전라남도,순천시,연향철도육교,N,Y,N,N,N,N,34.94151658,127.5281241,B
1090,전라남도,순천시,연향철도육교2,N,Y,N,N,N,N,34.942741,127.528653,B
1091,전라남도,순천시,조례보도육교,Y,N,N,N,N,N,34.952821,127.531859,A
1092,전라남도,순천시,순천역제1육교,Y,N,N,N,N,N,34.942875,127.524664,A
1093,전라남도,순천시,순천역제2육교,Y,N,N,N,N,N,34.942816,127.503461,A
1094,전라남도,순천시,좌야육교,Y,N,N,N,N,N,34.938794,127.542308,A
1095,충청남도,당진시,합덕육교,N,N,N,N,N,N,36.80424883,126.7782135,Z
1096,충청남도,당진시,북창육교,N,N,N,N,N,N,36.85027732,126.7643736,Z
1097,충청남도,당진시,순성육교,N,N,N,N,N,N,36.84264269,126.7104664,Z
1098,서울특별시,중구,숭의리라초교,N,N,N,N,N,N,37.55795965,126.9873411,Z
1099,서울특별시,중구,충무초교앞,N,N,N,N,N,N,37.56223553,127.0025381,Z
1100,경기도,안성시,양변보도육교,Y,N,N,N,N,N,36.96346402,127.2475563,A
1101,경기도,안성시,만정보도육교,Y,N,N,N,N,N,37.00301358,127.1765737,A
1102,경기도,안성시,송원보도육교,N,Y,N,N,N,N,37.00430192,127.1726386,B
1103,경기도,안성시,건지보도육교,N,N,N,N,N,N,37.01339361,127.2542459,Z
1104,광주광역시,남구,백운육교,N,N,N,N,N,N,35.137708,126.9017997,Z
1105,광주광역시,남구,월산육교,N,N,N,N,N,N,35.147768,126.897179,Z
1106,광주광역시,남구,대성육교,N,N,N,N,N,N,35.143244,126.905334,Z
1107,광주광역시,남구,효천육교,N,N,N,N,N,N,35.10411075,126.8787961,Z
1108,광주광역시,남구,제석산구름다리,N,N,N,N,N,N,35.117645,126.906491,Z
1109,광주광역시,남구,효덕1육교,Y,N,N,N,N,N,35.11532682,126.897384,A
1110,광주광역시,남구,효덕2육교,N,N,N,N,N,N,35.11035129,126.893261,Z
1111,광주광역시,남구,달맞이육교,N,Y,N,N,N,N,35.106506,126.904673,B
1112,광주광역시,남구,행암육교,Y,N,N,N,N,N,35.10266055,126.8897524,A
1113,충청남도,아산시,온천육교,N,N,N,N,N,N,36.7903914,126.9992997,Z
1114,충청남도,아산시,동신육교,N,N,N,N,N,N,36.7791677,127.0152515,Z
1115,충청남도,아산시,권곡육교,N,Y,N,N,N,N,36.790298,127.102733,B
1116,충청남도,아산시,천도육교,N,Y,N,N,N,N,36.7877258,126.990613,B
1117,충청남도,아산시,권곡초교육교,N,Y,N,N,N,N,36.7898461,127.0134712,B
1118,충청남도,아산시,장항선육교,Y,N,N,N,N,N,36.7776938,127.017152,A
1119,충청남도,아산시,풍기초육교,N,N,N,N,N,N,36.7728113,127.016162,Z
1120,충청남도,아산시,공수육교,N,N,N,N,N,N,36.7741926,127.0609687,Z
1121,충청남도,아산시,남동육교,N,N,N,N,N,N,36.7804883,127.0512396,Z
1122,경기도,구리시,갈매중앙육교,Y,N,N,N,N,N,37.63244035,127.1180029,A
1123,충청남도,당진시,합도육교,N,N,N,N,N,N,36.81044064,126.7545521,Z
1124,서울특별시,강동구,신암육교,N,N,N,N,N,N,37.554725,127.132644,Z
1125,서울특별시,강동구,고덕육교,N,N,N,N,N,N,37.560702,127.159826,Z
1126,서울특별시,강동구,한영육교,N,N,N,N,N,N,37.547186,127.156047,Z
1127,서울특별시,강동구,천동육교,N,N,N,N,N,N,37.540488,127.136884,Z
1128,서울특별시,강동구,암사육교,N,N,N,N,N,N,37.554741,127.127605,Z
1129,서울특별시,강동구,리엔육교,N,N,N,N,N,N,37.560666,127.172235,Z
1130,서울특별시,강동구,게내육교,N,N,N,N,N,N,37.559288,127.171977,Z
1131,서울특별시,강동구,강일육교,N,N,N,N,N,N,37.565504,127.176338,Z
1132,서울특별시,강동구,숲길교,N,N,N,N,N,N,37.549783,127.158935,Z
1133,경기도,시흥시,배곧 C4 보도육교,N,N,N,N,N,N,37.36254372,126.7178639,Z
1134,경기도,시흥시,서해안로 보행육교,N,Y,N,N,N,N,37.36450935,126.7280131,B
1135,경기도,시흥시,생명교(배곧) 보도육교,N,Y,N,N,N,N,37.36773941,126.7142307,B
1136,경기도,시흥시,두드림교 보도육교,N,Y,N,N,N,N,37.36773941,126.7142307,B
1137,경기도,구리시,도림초교앞 보도육교,N,N,N,N,N,N,37.5932866,127.1299671,Z
1138,경기도,구리시,왕숙천둔치연결 보도육교,N,Y,N,N,N,N,37.60028887,127.1492006,B
1139,전라남도,여수시,가곡육교,N,N,N,N,N,N,34.7692783,127.662535,Z
1140,전라남도,여수시,덕충육교,N,N,N,N,N,N,34.7538475,127.735749,Z
1141,전라남도,여수시,둔덕육교,Y,N,N,N,N,N,34.7674544,127.693913,A
1142,전라남도,여수시,라온육교,N,N,N,N,N,N,34.783835,127.695611,Z
1143,전라남도,여수시,무선육교,N,N,N,N,N,N,34.7678056,127.654833,Z
1144,전라남도,여수시,미평육교,N,N,N,N,N,N,34.7637515,127.7066206,Z
1145,전라남도,여수시,봉강육교,N,N,N,N,N,N,34.7428744,127.726282,Z
1146,전라남도,여수시,봉산육교,N,N,N,N,N,N,34.736583,127.720025,Z
1147,전라남도,여수시,서교육교,N,N,N,N,N,N,34.7411062,127.728047,Z
1148,부산광역시,기장군,보행1육교,Y,Y,N,N,N,N,35.33196766,129.1672729,TW
1149,부산광역시,기장군,보행2육교,Y,Y,N,N,N,N,35.32390251,129.1729714,TW
1150,부산광역시,기장군,보행3육교,Y,Y,N,N,N,N,35.32170491,129.176269,TW
1151,부산광역시,기장군,보행4육교,Y,Y,N,N,N,N,35.32043902,129.1796389,TW
1152,부산광역시,기장군,보행5육교,N,Y,N,N,N,N,35.327723,129.1815276,B
1153,부산광역시,기장군,보행6육교,N,Y,N,N,N,N,35.322188,129.1818961,B
1154,부산광역시,기장군,보행7육교,Y,Y,N,N,N,N,35.32180938,129.1786078,TW
1155,부산광역시,기장군,연화육교,N,N,N,N,N,N,35.217369,129.211688,Z
1156,부산광역시,기장군,내리육교,N,Y,N,N,N,N,35.20405367,129.2071697,B
1157,부산광역시,기장군,대라철도육교,N,N,N,N,N,N,35.2377774,129.217104,Z
1158,서울특별시,구로구,경인철도횡단 보도육교,N,N,N,N,N,N,37.49340935,126.8339448,Z
1159,서울특별시,구로구,구일우성아파트 앞 보도육교,Y,N,N,N,N,N,37.48975717,126.8770793,A
1160,서울특별시,구로구,오정초교앞 보도육교,Y,N,N,N,N,N,37.49016576,126.8264393,A
1161,서울특별시,구로구,골말공원 앞 보도육교,Y,N,N,N,N,N,37.48306946,126.8856199,A
1162,서울특별시,구로구,효성아파트 앞 보도육교,N,N,N,N,N,N,37.478796,126.895629,Z
1163,전라남도,여수시,소호육교,N,N,N,N,N,N,34.746841,127.654601,Z
1164,전라남도,여수시,시전2육교,N,N,Y,N,N,N,34.7607877,127.675593,C
1165,전라남도,여수시,시전육교,Y,N,Y,N,N,N,34.7604961,127.674545,TW
1166,전라남도,여수시,신기2육교,N,N,N,N,N,N,34.7644115,127.675545,Z
1167,전라남도,여수시,신기육교,N,N,N,N,N,N,34.7643916,127.6791478,Z
1168,전라남도,여수시,신월육교,N,N,N,N,N,N,34.7271942,127.712455,Z
1169,전라남도,여수시,심곡다리,N,N,N,N,N,N,34.761388,127.638192,Z
1170,전라남도,여수시,심곡보도교,N,N,N,N,N,N,34.762499,,Z
1171,전라남도,여수시,여천육교,N,N,N,N,N,N,34.7877782,127.656913,Z
1172,전라남도,여수시,웅천육교,N,Y,N,N,N,N,34.748672,127.677565,B
