시도,시군구,장애인편의시설종류,위도,경도
인천광역시,연수구,경사로,37.424568,126.678174
인천광역시,연수구,엘리베이터,37.422744,126.653523
인천광역시,연수구,엘리베이터,37.395571,126.662275
경기도,하남시,엘리베이터+경사로,37.55362591,127.2132296
경기도,하남시,엘리베이터+경사로,37.57493919,127.1845149
경기도,하남시,엘리베이터+경사로,37.56570022,127.1939062
경기도,하남시,엘리베이터+경사로,37.56174338,127.1848254
경기도,하남시,엘리베이터+경사로,37.56191732,127.1996215
경기도,하남시,엘리베이터+경사로,37.55333648,127.190478
경기도,하남시,엘리베이터+경사로,37.55857099,127.1996957
경기도,하남시,엘리베이터+경사로,37.57865524,127.1935241
경기도,하남시,엘리베이터,37.4772169,127.1483118
경기도,용인시,엘리베이터,37.32310191,127.1137964
경기도,용인시,경사로,37.32434791,127.1185155
경기도,용인시,엘리베이터+점자블럭,37.32600723,127.1072693
경기도,용인시,경사로,37.32212531,127.1154885
경기도,용인시,엘리베이터,37.31549502,127.0873365
경기도,용인시,엘리베이터,37.32703851,127.1024981
경기도,용인시,엘리베이터,37.32265084,127.0776376
경기도,용인시,엘리베이터,37.32395034,127.0879623
경기도,용인시,경사로,37.32054175,127.0916927
경기도,용인시,경사로,37.32245344,127.0896304
경기도,용인시,경사로,37.31807479,127.0878529
경기도,용인시,경사로,37.31792626,127.0949951
경기도,용인시,엘리베이터,37.33136752,127.0974713
전라북도,전주시,엘리베이터,35.8416623,127.110134
전라북도,전주시,엘리베이터,35.8514837,127.160705
전라북도,전주시,엘리베이터,35.8356504,127.058715
대전광역시,서구,경사로,36.33434825,127.3690867
대전광역시,서구,경사로,36.298887,127.332167
대전광역시,대덕구,경사로,36.4322074,127.4240965
대전광역시,중구,경사로,36.33090103,127.4095354
대전광역시,중구,경사로,36.32436161,127.402599
대전광역시,중구,경사로,36.30774978,127.3917075
대전광역시,중구,경사로,36.30944727,127.3971942
대전광역시,중구,엘리베이터+경사로,36.31600744,127.3881365
대전광역시,중구,엘리베이터+경사로,36.28235126,127.375866
대전광역시,서구,경사로,36.36335844,127.3666193
대전광역시,서구,경사로,36.35824764,127.359674
대전광역시,서구,경사로,36.35906688,127.360977
대전광역시,서구,경사로,36.35759171,127.3686938
대전광역시,서구,경사로,36.35756289,127.3968186
대전광역시,서구,경사로,36.3581017,127.4007473
대전광역시,서구,경사로,36.36833327,127.3795415
대전광역시,서구,경사로,36.33425653,127.3696046
대전광역시,서구,경사로,36.29882985,127.3320708
대전광역시,서구,경사로,36.29647742,127.3310922
대전광역시,서구,경사로,36.30280444,127.3433304
대전광역시,서구,경사로,36.35622649,127.3573091
대전광역시,서구,경사로,36.29711942,127.3435547
경기도,안산시,엘리베이터,37.30213565,126.8550899
경기도,안산시,경사로,37.30155772,126.9030505
경기도,안산시,경사로,37.36191522,126.8760548
경기도,안산시,경사로,37.29684244,126.9308201
경기도,안산시,엘리베이터,37.30323933,126.9028497
경기도,안산시,경사로,37.3204859,126.8572105
경기도,안산시,경사로,37.30210932,126.8300775
경기도,안산시,경사로,37.30210932,126.8300775
경기도,안산시,경사로,37.31003975,126.8451577
경기도,안산시,엘리베이터+경사로,37.29492328,126.8257941
경기도,안산시,엘리베이터,37.32700744,126.8507556
경기도,안산시,엘리베이터,37.31038189,126.8533807
경기도,안산시,엘리베이터,37.33020555,126.8590429
경기도,안산시,엘리베이터,37.33117947,126.7850035
경기도,안산시,엘리베이터,37.328931,126.7885232
서울특별시,서초구,경사로,37.4618884,127.0472377
대전광역시,서구,경사로,36.32424242,127.4023264
대전광역시,서구,경사로,36.36836837,127.3796297
대전광역시,서구,엘리베이터+경사로,36.34494939,127.3795425
인천광역시,중구,엘리베이터+경사로,37.52658683,126.5141918
인천광역시,중구,경사로,37.44791945,126.6247446
충청북도,진천군,엘리베이터+점자블럭,36.900171,127.540431
충청북도,진천군,엘리베이터+점자블럭,36.895871,127.528121
충청북도,진천군,엘리베이터+점자블럭,36.907341,127.531761
서울특별시,송파구,점자블럭+경사로,37.504812,127.123672
서울특별시,송파구,점자블럭+경사로,37.504812,127.123672
경기도,군포시,점자블럭+경사로,37.35831991,126.9322914
경기도,군포시,경사로,37.36024437,126.9225259
광주광역시,북구,점자블럭+경사로,35.20650003,126.8619175
광주광역시,북구,경사로,35.21336877,126.9503364
광주광역시,북구,경사로,35.20986272,126.9521392
인천광역시,부평구,경사로,37.48589709,126.7075753
인천광역시,부평구,경사로,37.48061162,126.7528825
인천광역시,부평구,엘리베이터,37.48771459,126.7140859
인천광역시,부평구,경사로,37.50659343,126.7396592
인천광역시,부평구,경사로,37.51166541,126.7373257
서울특별시,용산구,엘리베이터,37.5254668,126.964704
서울특별시,용산구,엘리베이터,37.5392032,127.0055986
서울특별시,용산구,엘리베이터,37.52448791,126.9579667
경기도,시흥시,경사로,37.441681,126.781783
경기도,시흥시,경사로,37.438848,126.792077
경기도,시흥시,경사로,37.354206,126.724486
경기도,시흥시,경사로,37.348023,126.734518
경기도,시흥시,경사로,37.346008,126.737776
경기도,시흥시,경사로,37.338694,126.749563
경기도,시흥시,경사로,37.350964,126.729704
경기도,시흥시,경사로,37.367196,126.736695
경기도,시흥시,경사로,37.36525252,126.8114476
경기도,시흥시,경사로,37.368353,126.812732
인천광역시,부평구,경사로,37.51333362,126.7410016
인천광역시,부평구,엘리베이터+경사로,37.51819546,126.7497965
인천광역시,부평구,엘리베이터+경사로,37.51655745,126.7485267
경기도,안산시,경사로,37.28126921,126.8507063
대전광역시,대덕구,경사로,36.44412663,127.4294252
서울특별시,용산구,엘리베이터,37.52470233,126.9777412
서울특별시,용산구,엘리베이터,37.51974875,126.9938825
서울특별시,서초구,엘리베이터,37.4586838,127.0558256
서울특별시,서초구,경사로,37.5044295,127.0055714
서울특별시,서초구,경사로,37.4820206,127.0139997
서울특별시,서초구,엘리베이터,37.46471047,127.0237693
서울특별시,서초구,엘리베이터,37.4596342,127.0224342
대전광역시,유성구,엘리베이터,36.36662429,127.3317279
대전광역시,유성구,엘리베이터,36.36680701,127.3231748
대전광역시,대덕구,엘리베이터,36.35836935,127.4125148
대전광역시,대덕구,경사로,36.35379197,127.415256
대전광역시,대덕구,엘리베이터,36.37734528,127.4271044
대전광역시,대덕구,엘리베이터,36.39693423,127.422872
전라남도,순천시,경사로,34.94151658,127.5281241
전라남도,순천시,경사로,34.942741,127.528653
전라남도,순천시,엘리베이터,34.952821,127.531859
전라남도,순천시,엘리베이터,34.942875,127.524664
전라남도,순천시,엘리베이터,34.942816,127.503461
전라남도,순천시,엘리베이터,34.938794,127.542308
경기도,안성시,엘리베이터,36.96346402,127.2475563
경기도,안성시,엘리베이터,37.00301358,127.1765737
경기도,안성시,경사로,37.00430192,127.1726386
광주광역시,남구,엘리베이터,35.11532682,126.897384
광주광역시,남구,경사로,35.106506,126.904673
광주광역시,남구,엘리베이터,35.10266055,126.8897524
충청남도,아산시,경사로,36.790298,127.102733
충청남도,아산시,경사로,36.7877258,126.990613
충청남도,아산시,경사로,36.7898461,127.0134712
충청남도,아산시,엘리베이터,36.7776938,127.017152
경기도,구리시,엘리베이터,37.63244035,127.1180029
경기도,시흥시,경사로,37.36450935,126.7280131
경기도,시흥시,경사로,37.36773941,126.7142307
경기도,시흥시,경사로,37.36773941,126.7142307
경기도,구리시,경사로,37.60028887,127.1492006
전라남도,여수시,엘리베이터,34.7674544,127.693913
부산광역시,기장군,엘리베이터+경사로,35.33196766,129.1672729
부산광역시,기장군,엘리베이터+경사로,35.32390251,129.1729714
부산광역시,기장군,엘리베이터+경사로,35.32170491,129.176269
부산광역시,기장군,엘리베이터+경사로,35.32043902,129.1796389
부산광역시,기장군,경사로,35.327723,129.1815276
부산광역시,기장군,경사로,35.322188,129.1818961
부산광역시,기장군,엘리베이터+경사로,35.32180938,129.1786078
부산광역시,기장군,경사로,35.20405367,129.2071697
서울특별시,구로구,엘리베이터,37.48975717,126.8770793
서울특별시,구로구,엘리베이터,37.48306946,126.8856199
전라남도,여수시,점자블럭,34.7607877,127.675593
전라남도,여수시,엘리베이터+점자블럭,34.7604961,127.674545
전라남도,여수시,경사로,34.748672,127.677565
전라남도,여수시,엘리베이터+점자블럭,34.757349,127.726236
전라남도,여수시,엘리베이터+점자블럭,34.7584145,127.717112
전라남도,여수시,엘리베이터,34.767155,127.689867
충청북도,청주시,엘리베이터,36.6265504,127.4216014
충청북도,청주시,엘리베이터,36.6212533,127.4033582
충청북도,청주시,엘리베이터+경사로,36.6293826,127.3263202
충청북도,청주시,점자블럭+경사로,36.674693,127.486861
충청북도,청주시,경사로,36.6148013,127.4487713
충청북도,청주시,경사로,36.614725,127.442641
부산광역시,해운대구,경사로,35.20129952,129.1317399
부산광역시,해운대구,엘리베이터,35.17912316,129.1240043
부산광역시,해운대구,엘리베이터,35.17859965,129.1230248
부산광역시,해운대구,엘리베이터,35.17629592,129.1248965
부산광역시,해운대구,엘리베이터,35.17521672,129.1227173
부산광역시,중구,엘리베이터,35.1011811,129.0374156
부산광역시,중구,엘리베이터,35.1123457,129.0372171
부산광역시,서구,엘리베이터,35.078649,129.018301
부산광역시,서구,엘리베이터,35.114451,129.019473
부산광역시,서구,엘리베이터,35.116255,129.017289
부산광역시,서구,엘리베이터,35.118217,129.015319
부산광역시,서구,엘리베이터,35.119767,129.012297
부산광역시,서구,엘리베이터,35.078649,129.018301
부산광역시,서구,엘리베이터,35.114451,129.019473
부산광역시,서구,엘리베이터,35.116255,129.017289
부산광역시,서구,엘리베이터,35.118217,129.015319
부산광역시,서구,엘리베이터,35.119767,129.012297
경상북도,구미시,엘리베이터,36.092201,128.450052
